Rk,G,Date,Age,Tm,,Opp,,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GmSc,BPM
50,50,2020-02-02,24-348,DEN,@,DET,L (-5),1,39:45,0.748,0.717,0,30.3,14.8,55,4,4.2,7.1,32.6,151,116,40.4,22.3
51,51,2020-02-04,24-350,DEN,,POR,W (+28),1,30:43,0.773,0.735,16,29.9,23.6,48.8,3.2,7.8,17.6,31.2,145,89,33,26.1
52,52,2020-02-05,24-351,DEN,@,UTA,W (+3),1,39:46,0.582,0.583,13.9,39.4,25.9,54.6,2.5,0,3.7,29.7,132,94,33.9,19.4
53,53,2020-02-08,24-354,DEN,@,PHO,W (+9),1,33:56,0.542,0.474,14.9,16.4,15.7,26.3,1.5,7.7,22.1,36.6,104,109,17.7,0.2
54,54,2020-02-10,24-356,DEN,,SAS,W (+7),1,37:39,0.825,0.75,10.6,17.2,14,44.4,0,2.4,30.3,21,148,134,22.2,4.7
55,55,2020-02-12,24-358,DEN,,LAL,L (-4),1,37:19,0.583,0.556,3.4,29,17.2,27.3,4.1,2.4,13.7,28.9,105,105,19.6,5.9
56,56,2020-02-21,25-002,DEN,@,OKC,L (-12),1,33:59,0.885,0.833,3.7,18.8,11.9,35.2,1.5,2.3,10,26.7,164,116,31.6,21.5
57,57,2020-02-23,25-004,DEN,,MIN,W (+12),1,30:57,0.783,0.786,4.6,22.2,14.3,25.9,3,6.2,16.4,25.7,137,105,23.7,10.5
58,58,2020-02-25,25-006,DEN,,DET,W (+17),1,27:59,0.784,0.688,11.4,11.7,11.6,19.4,7.5,0,32.9,25.1,116,97,14.9,4.9
59,59,2020-02-28,25-009,DEN,@,LAC,L (-29),1,25:09,0.711,0.692,8,36.1,20.2,16,2,0,16.9,30.3,122,134,17.6,7.6
60,60,2020-03-01,25-011,DEN,,TOR,W (+15),1,35:04,0.769,0.727,15.6,45.6,32,41.8,1.3,0,11.8,20.7,164,110,30.6,15.1
61,61,2020-03-03,25-013,DEN,,GSW,L (-16),1,32:19,0.504,0.467,12.1,34.3,21.9,36.3,1.6,7.2,23.9,27.3,99,116,15.3,3.9
62,62,2020-03-05,25-015,DEN,@,CHO,W (+2),1,30:30,0.595,0.5,12.4,37,24,34.8,1.8,3.6,33.8,26.9,105,119,12.8,-1.2
63,63,2020-03-07,25-017,DEN,@,CLE,L (-2),1,32:18,0.35,0.364,7.4,27.9,16.5,32.1,1.6,0,25.9,21.7,85,113,6.1,-7.2
64,64,2020-03-09,25-019,DEN,,MIL,W (+14),1,29:41,0.36,0.346,0,27.5,15.2,32.8,1.6,0,12.6,23.1,84,92,7.5,-3.7
65,65,2020-03-11,25-021,DEN,@,DAL,L (-16),1,33:43,0.7,0.7,6.8,31.3,20.1,39.2,0,0,33.3,21,112,114,13.9,2
66,66,2020-08-01,25-164,DEN,,MIA,L (-20),1,34:07,0.51,0.469,0,31.8,13,29,1.4,3.3,13.9,25.7,101,124,13.6,2.9
67,67,2020-08-03,25-166,DEN,@,OKC,W (+8),1,39:09,0.58,0.476,6.3,30.1,18.5,47.6,2.6,0,13.4,34.8,118,104,26.7,10.7
68,68,2020-08-05,25-168,DEN,@,SAS,W (+6),1,31:52,0.699,0.676,11.6,3.6,7.4,47.4,1.5,0,21.9,30.2,133,132,21.6,8.5
69,69,2020-08-06,25-169,DEN,,POR,L (-10),1,23:42,0.45,0.375,16.4,8.8,12.2,69.4,0,0,36,26.2,110,139,9.6,2.1
70,70,2020-08-08,25-171,DEN,,UTA,W (+2),1,41:40,0.635,0.571,5.8,22.8,14.9,27.3,3.6,0,14.5,29.1,121,106,25.7,8.8
71,71,2020-08-10,25-173,DEN,@,LAL,L (-3),1,25:31,0.761,0.714,0,4.8,2.8,20.1,2.1,0,11.3,16.5,155,140,10.6,3.4
72,72,2020-08-12,25-175,DEN,,LAC,L (-13),1,28:28,0.666,0.682,3.9,25.9,14.4,70.3,0,0,7.3,21.6,150,132,21.5,17.4
73,73,2020-08-14,25-177,DEN,@,TOR,L (-8),1,10:12,1,1,0,10.5,5.1,30.1,0,0,50,8.4,116,124,2.4,-6
