Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
34,31.0,2022-12-28,27-312,DEN,@,SAC,L (-1),1,32:29,15.0,24.0,0.625,0.0,3.0,0.0,10.0,10.0,1.0,1.0,6.0,7.0,6.0,1.0,1.0,5.0,3.0,40.0,31.4,-1.0,0.704,0.625,4.9,23.3,15.2,33.0,1.5,2.5,15.0,45.3,128.0,127.0,7.1
35,32.0,2022-12-30,27-314,DEN,,MIA,W (+5),1,36:17,8.0,15.0,0.533,2.0,3.0,0.667,1.0,1.0,1.0,1.0,11.0,12.0,12.0,1.0,1.0,3.0,3.0,19.0,21.6,14.0,0.615,0.6,4.4,34.6,22.0,46.1,1.3,2.5,16.3,23.1,131.0,113.0,9.2
36,33.0,2023-01-01,27-316,DEN,,BOS,W (+12),1,32:02,10.0,13.0,0.769,2.0,2.0,1.0,8.0,8.0,1.0,0.0,12.0,12.0,12.0,1.0,0.0,0.0,1.0,30.0,37.5,14.0,0.908,0.846,0.0,40.9,23.7,59.9,1.5,0.0,0.0,24.5,194.0,106.0,28.1
37,34.0,2023-01-02,27-317,DEN,@,MIN,L (-13),1,33:17,10.0,20.0,0.5,1.0,3.0,0.333,3.0,4.0,0.75,1.0,6.0,7.0,9.0,2.0,0.0,5.0,4.0,24.0,17.8,-9.0,0.551,0.525,3.0,22.8,11.7,47.1,3.1,0.0,18.7,33.9,109.0,126.0,4.9
38,35.0,2023-01-05,27-320,DEN,,LAC,W (+31),1,24:11,4.0,8.0,0.5,0.0,1.0,0.0,4.0,5.0,0.8,0.0,6.0,6.0,9.0,1.0,0.0,2.0,0.0,12.0,14.7,18.0,0.588,0.5,0.0,21.7,12.2,48.2,2.0,0.0,16.4,22.2,128.0,91.0,11.4
39,36.0,2023-01-06,27-321,DEN,,CLE,W (+13),1,35:23,10.0,17.0,0.588,3.0,4.0,0.75,5.0,5.0,1.0,4.0,11.0,15.0,10.0,2.0,0.0,4.0,4.0,28.0,29.6,18.0,0.729,0.676,15.5,27.6,22.9,46.1,3.1,0.0,17.2,30.5,147.0,110.0,17.0
40,37.0,2023-01-09,27-324,DEN,,LAL,W (+13),1,35:09,5.0,5.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,9.0,11.0,16.0,1.0,1.0,4.0,2.0,14.0,24.7,10.0,1.108,1.1,5.8,23.6,15.2,55.8,1.3,2.1,38.8,11.4,161.0,103.0,16.0
41,38.0,2023-01-11,27-326,DEN,,PHO,W (+29),1,28:18,10.0,15.0,0.667,0.0,0.0,,1.0,3.0,0.333,4.0,14.0,18.0,9.0,1.0,0.0,3.0,3.0,21.0,23.8,17.0,0.643,0.667,18.8,51.6,37.2,49.2,1.8,0.0,15.5,31.4,133.0,88.0,12.4
42,,2023-01-13,27-328,DEN,@,LAC,W (+12),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,39.0,2023-01-15,27-330,DEN,,ORL,W (+3),1,34:47,8.0,11.0,0.727,1.0,4.0,0.25,0.0,0.0,,0.0,10.0,10.0,14.0,2.0,1.0,4.0,3.0,17.0,22.8,16.0,0.773,0.773,0.0,35.4,17.2,52.3,2.8,2.5,26.7,18.4,137.0,111.0,14.1
44,40.0,2023-01-17,27-332,DEN,,POR,W (+9),1,34:28,13.0,14.0,0.929,1.0,2.0,0.5,9.0,10.0,0.9,2.0,10.0,12.0,10.0,1.0,1.0,4.0,2.0,36.0,39.3,19.0,0.978,0.964,6.8,38.7,21.7,53.8,1.4,3.2,17.9,28.0,165.0,112.0,24.4
45,41.0,2023-01-18,27-333,DEN,,MIN,W (+4),1,31:12,12.0,20.0,0.6,0.0,0.0,,7.0,7.0,1.0,4.0,7.0,11.0,13.0,1.0,0.0,3.0,5.0,31.0,31.8,21.0,0.672,0.6,19.2,28.3,24.2,75.4,1.6,0.0,11.5,35.5,143.0,118.0,19.6
46,,2023-01-20,27-335,DEN,,IND,W (+23),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,2023-01-22,27-337,DEN,,OKC,L (-2),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,42.0,2023-01-24,27-339,DEN,@,NOP,W (+1),1,36:05,11.0,15.0,0.733,2.0,4.0,0.5,1.0,2.0,0.5,2.0,9.0,11.0,10.0,1.0,0.0,3.0,2.0,25.0,26.8,-6.0,0.787,0.8,7.4,29.2,19.0,54.6,1.5,0.0,15.9,25.7,143.0,106.0,17.3
49,,2023-01-25,27-340,DEN,@,MIL,L (-8),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,43.0,2023-01-28,27-343,DEN,@,PHI,L (-7),1,38:19,8.0,12.0,0.667,2.0,2.0,1.0,6.0,6.0,1.0,1.0,7.0,8.0,9.0,0.0,2.0,7.0,2.0,24.0,21.5,-1.0,0.82,0.75,3.8,20.9,13.4,33.2,0.0,4.6,32.3,26.1,123.0,131.0,5.4
51,44.0,2023-01-31,27-346,DEN,,NOP,W (+9),1,38:00,10.0,14.0,0.714,1.0,3.0,0.333,5.0,5.0,1.0,1.0,17.0,18.0,15.0,1.0,1.0,5.0,2.0,26.0,32.4,20.0,0.802,0.75,3.3,51.1,28.4,62.4,1.2,2.2,23.6,23.2,144.0,104.0,18.5
52,45.0,2023-02-02,27-348,DEN,,GSW,W (+17),1,32:42,9.0,13.0,0.692,0.0,0.0,,4.0,5.0,0.8,2.0,12.0,14.0,16.0,1.0,1.0,3.0,0.0,22.0,31.0,26.0,0.724,0.692,7.5,43.0,25.7,62.2,1.5,3.1,16.5,24.2,151.0,111.0,20.0
53,46.0,2023-02-04,27-350,DEN,,ATL,W (+20),1,34:20,5.0,8.0,0.625,0.0,1.0,0.0,4.0,5.0,0.8,3.0,15.0,18.0,10.0,1.0,2.0,5.0,3.0,14.0,19.8,20.0,0.686,0.625,9.3,45.6,27.7,34.1,1.4,3.9,32.9,18.4,122.0,100.0,5.7
54,,2023-02-05,27-351,DEN,@,MIN,L (-30),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,47.0,2023-02-07,27-353,DEN,,MIN,W (+34),1,27:45,8.0,10.0,0.8,0.0,1.0,0.0,4.0,5.0,0.8,1.0,11.0,12.0,16.0,1.0,1.0,1.0,1.0,20.0,31.3,40.0,0.82,0.8,5.1,41.4,25.9,62.7,1.7,3.5,7.6,20.3,177.0,103.0,24.7
56,48.0,2023-02-09,27-355,DEN,@,ORL,L (-11),1,37:39,10.0,19.0,0.526,3.0,5.0,0.6,6.0,9.0,0.667,2.0,10.0,12.0,6.0,1.0,2.0,7.0,3.0,29.0,21.3,8.0,0.632,0.605,6.5,27.1,17.8,29.1,1.3,3.6,23.4,34.5,103.0,110.0,6.2
57,49.0,2023-02-11,27-357,DEN,@,CHO,W (+14),1,34:03,11.0,22.0,0.5,0.0,0.0,,8.0,9.0,0.889,7.0,9.0,16.0,10.0,0.0,2.0,4.0,1.0,30.0,30.2,22.0,0.578,0.5,21.5,30.2,25.6,40.9,0.0,5.3,13.4,35.1,123.0,100.0,13.4
58,50.0,2023-02-13,27-359,DEN,@,MIA,W (+4),1,33:54,12.0,14.0,0.857,0.0,0.0,,3.0,3.0,1.0,0.0,12.0,12.0,8.0,0.0,0.0,0.0,3.0,27.0,30.0,5.0,0.881,0.857,0.0,40.5,23.3,41.9,0.0,0.0,0.0,22.7,186.0,115.0,15.9
59,51.0,2023-02-15,27-361,DEN,,DAL,W (+9),1,34:08,6.0,9.0,0.667,0.0,0.0,,2.0,3.0,0.667,1.0,12.0,13.0,10.0,1.0,1.0,5.0,2.0,14.0,16.9,9.0,0.678,0.667,4.5,39.2,24.7,35.5,1.5,3.1,32.6,20.8,114.0,109.0,3.6
60,52.0,2023-02-23,28-004,DEN,@,CLE,W (+6),1,35:51,8.0,13.0,0.615,2.0,2.0,1.0,6.0,6.0,1.0,7.0,11.0,18.0,13.0,2.0,0.0,7.0,3.0,24.0,29.2,14.0,0.767,0.692,20.4,35.1,27.4,61.5,2.9,0.0,30.9,27.5,135.0,110.0,17.3
61,53.0,2023-02-25,28-006,DEN,@,MEM,L (-18),1,26:41,7.0,11.0,0.636,0.0,0.0,,1.0,1.0,1.0,3.0,10.0,13.0,3.0,0.0,0.0,3.0,1.0,15.0,13.9,-20.0,0.656,0.636,10.8,37.5,23.9,23.1,0.0,0.0,20.8,23.6,112.0,112.0,3.4
62,54.0,2023-02-26,28-007,DEN,,LAC,W (+10),1,41:33,14.0,21.0,0.667,0.0,1.0,0.0,12.0,15.0,0.8,8.0,9.0,17.0,10.0,3.0,0.0,1.0,2.0,40.0,46.2,11.0,0.725,0.667,23.7,25.5,24.6,41.0,3.5,0.0,3.5,29.5,162.0,111.0,22.5
63,55.0,2023-02-28,28-009,DEN,@,HOU,W (+21),1,27:45,7.0,11.0,0.636,0.0,0.0,,0.0,1.0,0.0,5.0,6.0,11.0,10.0,0.0,0.0,4.0,2.0,14.0,16.2,31.0,0.612,0.636,21.1,24.7,22.9,42.3,0.0,0.0,25.9,24.3,127.0,115.0,1.5
64,56.0,2023-03-03,28-012,DEN,,MEM,W (+16),1,35:18,7.0,10.0,0.7,0.0,0.0,,4.0,6.0,0.667,3.0,15.0,18.0,10.0,0.0,1.0,2.0,5.0,18.0,23.3,16.0,0.712,0.7,9.5,40.8,26.3,44.6,0.0,2.6,13.7,18.3,145.0,97.0,13.6
65,57.0,2023-03-06,28-015,DEN,,TOR,W (+5),1,36:13,5.0,8.0,0.625,1.0,1.0,1.0,6.0,6.0,1.0,3.0,10.0,13.0,9.0,0.0,1.0,4.0,1.0,17.0,21.1,7.0,0.799,0.688,9.5,33.1,21.0,32.8,0.0,2.2,27.3,17.8,140.0,116.0,8.1
66,58.0,2023-03-08,28-017,DEN,,CHI,L (-21),1,35:02,7.0,16.0,0.438,3.0,9.0,0.333,1.0,4.0,0.25,1.0,11.0,12.0,8.0,0.0,0.0,5.0,1.0,18.0,12.6,-14.0,0.507,0.531,2.6,35.9,17.5,40.0,0.0,0.0,22.0,29.5,92.0,123.0,1.1
67,59.0,2023-03-10,28-019,DEN,@,SAS,L (-8),1,38:30,14.0,24.0,0.583,4.0,6.0,0.667,5.0,6.0,0.833,3.0,8.0,11.0,11.0,3.0,0.0,5.0,2.0,37.0,34.8,-2.0,0.694,0.667,8.3,26.2,16.5,51.7,3.6,0.0,15.8,35.0,127.0,120.0,12.8
68,60.0,2023-03-12,28-021,DEN,,BRK,L (-2),1,39:00,14.0,23.0,0.609,0.0,1.0,0.0,7.0,10.0,0.7,6.0,14.0,20.0,11.0,2.0,2.0,3.0,2.0,35.0,39.0,14.0,0.639,0.609,18.9,45.3,32.0,48.8,2.6,6.2,9.9,32.4,142.0,118.0,18.7
69,61.0,2023-03-14,28-023,DEN,@,TOR,L (-15),1,34:52,10.0,13.0,0.769,0.0,1.0,0.0,8.0,8.0,1.0,2.0,6.0,8.0,7.0,1.0,0.0,4.0,3.0,28.0,26.8,-8.0,0.847,0.769,8.1,19.7,14.5,34.1,1.4,0.0,19.5,28.0,143.0,131.0,9.4
70,62.0,2023-03-16,28-025,DEN,@,DET,W (+19),1,33:29,14.0,18.0,0.778,0.0,1.0,0.0,2.0,3.0,0.667,4.0,6.0,10.0,9.0,1.0,1.0,1.0,2.0,30.0,33.4,13.0,0.776,0.778,15.5,18.3,17.1,47.9,1.5,2.5,4.9,26.7,164.0,105.0,20.8
71,63.0,2023-03-18,28-027,DEN,@,NYK,L (-6),1,36:51,11.0,18.0,0.611,1.0,5.0,0.2,1.0,1.0,1.0,2.0,8.0,10.0,8.0,0.0,1.0,6.0,2.0,24.0,19.1,2.0,0.651,0.639,7.7,24.8,17.1,36.3,0.0,2.6,24.5,30.7,108.0,122.0,4.9
72,64.0,2023-03-19,28-028,DEN,@,BRK,W (+6),1,36:27,9.0,12.0,0.75,0.0,0.0,,4.0,4.0,1.0,4.0,13.0,17.0,10.0,2.0,0.0,1.0,5.0,22.0,29.9,13.0,0.799,0.75,17.6,39.8,30.7,43.7,2.9,0.0,6.8,19.1,171.0,103.0,18.4
73,65.0,2023-03-22,28-031,DEN,@,WAS,W (+14),1,33:36,12.0,16.0,0.75,2.0,3.0,0.667,5.0,5.0,1.0,5.0,7.0,12.0,7.0,3.0,0.0,2.0,1.0,31.0,35.7,28.0,0.852,0.813,18.8,25.0,22.0,40.2,4.8,0.0,9.9,28.2,168.0,109.0,25.6
74,66.0,2023-03-25,28-034,DEN,,MIL,W (+23),1,31:53,10.0,20.0,0.5,1.0,6.0,0.167,10.0,11.0,0.909,1.0,5.0,6.0,11.0,1.0,0.0,3.0,2.0,31.0,27.7,19.0,0.624,0.525,3.5,16.7,10.3,51.8,1.5,0.0,10.8,37.7,131.0,104.0,14.5
75,67.0,2023-03-27,28-036,DEN,,PHI,W (+5),1,34:58,8.0,11.0,0.727,0.0,0.0,,9.0,11.0,0.818,3.0,14.0,17.0,12.0,0.0,2.0,3.0,3.0,25.0,31.6,11.0,0.789,0.727,10.6,44.7,28.5,51.4,0.0,4.7,15.9,24.2,154.0,110.0,17.1
76,,2023-03-30,28-039,DEN,,NOP,L (-19),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,2023-03-31,28-040,DEN,@,PHO,L (-7),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,2023-04-02,28-042,DEN,,GSW,W (+2),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,68.0,2023-04-04,28-044,DEN,@,HOU,L (-21),1,24:41,7.0,13.0,0.538,0.0,2.0,0.0,0.0,1.0,0.0,2.0,8.0,10.0,4.0,2.0,3.0,8.0,1.0,14.0,9.6,-21.0,0.521,0.538,8.1,28.8,19.1,28.4,3.8,8.2,37.3,36.3,73.0,107.0,-4.2
80,,2023-04-06,28-046,DEN,@,PHO,L (-4),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,69.0,2023-04-08,28-048,DEN,@,UTA,L (-4),1,26:38,2.0,5.0,0.4,0.0,1.0,0.0,2.0,2.0,1.0,0.0,10.0,10.0,10.0,2.0,0.0,4.0,2.0,6.0,10.5,-5.0,0.51,0.4,0.0,34.0,18.0,48.2,3.4,0.0,40.5,15.5,99.0,99.0,1.6
82,,2023-04-09,28-049,DEN,,SAC,W (+14),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.0,2021-10-20,26-243,DEN,@,PHO,W (+12),1,34:43,13.0,22.0,0.591,1.0,6.0,0.167,0.0,0.0,,2.0,11.0,13.0,2.0,2.0,0.0,3.0,3.0,27.0,20.7,28.0,0.614,0.614,6.9,29.8,19.8,10.6,2.8,0.0,12.0,33.2,109.0,92.0,3.9
1,1.0,2021-10-20,26-243,DEN,@,PHO,W (+12),1,34:43,13.0,22.0,0.591,1.0,6.0,0.167,0.0,0.0,,2.0,11.0,13.0,2.0,2.0,0.0,3.0,3.0,27.0,20.7,28.0,0.483,0.48,13.9,23.1,18.3,31.6,4.4,3.0,10.4,36.9,103.0,120.0,5.1
1,1.0,2022-04-16,27-056,DEN,@,GSW,L (-16),1,34:34,12.0,25.0,0.48,0.0,4.0,0.0,1.0,2.0,0.5,4.0,6.0,10.0,6.0,3.0,1.0,3.0,4.0,25.0,19.8,-19.0,0.614,0.614,6.9,29.8,19.8,10.6,2.8,0.0,12.0,33.2,109.0,92.0,3.9
1,1.0,2022-04-16,27-056,DEN,@,GSW,L (-16),1,34:34,12.0,25.0,0.48,0.0,4.0,0.0,1.0,2.0,0.5,4.0,6.0,10.0,6.0,3.0,1.0,3.0,4.0,25.0,19.8,-19.0,0.483,0.48,13.9,23.1,18.3,31.6,4.4,3.0,10.4,36.9,103.0,120.0,5.1
2,2.0,2021-10-22,26-245,DEN,,SAS,W (+6),1,33:37,14.0,19.0,0.737,2.0,2.0,1.0,2.0,3.0,0.667,5.0,11.0,16.0,7.0,3.0,1.0,6.0,4.0,32.0,31.7,14.0,0.787,0.789,17.8,39.3,28.6,41.6,4.2,2.4,22.8,34.0,127.0,85.0,21.0
2,2.0,2021-10-22,26-245,DEN,,SAS,W (+6),1,33:37,14.0,19.0,0.737,2.0,2.0,1.0,2.0,3.0,0.667,5.0,11.0,16.0,7.0,3.0,1.0,6.0,4.0,32.0,31.7,14.0,0.553,0.45,18.4,28.3,22.8,31.2,1.8,7.7,11.3,40.1,122.0,126.0,8.7
2,2.0,2022-04-18,27-058,DEN,@,GSW,L (-20),1,28:17,9.0,20.0,0.45,0.0,4.0,0.0,8.0,8.0,1.0,5.0,6.0,11.0,4.0,1.0,2.0,3.0,5.0,26.0,21.1,-26.0,0.787,0.789,17.8,39.3,28.6,41.6,4.2,2.4,22.8,34.0,127.0,85.0,21.0
2,2.0,2022-04-18,27-058,DEN,@,GSW,L (-20),1,28:17,9.0,20.0,0.45,0.0,4.0,0.0,8.0,8.0,1.0,5.0,6.0,11.0,4.0,1.0,2.0,3.0,5.0,26.0,21.1,-26.0,0.553,0.45,18.4,28.3,22.8,31.2,1.8,7.7,11.3,40.1,122.0,126.0,8.7
3,3.0,2021-10-25,26-248,DEN,,CLE,L (-12),1,34:57,9.0,15.0,0.6,1.0,4.0,0.25,5.0,6.0,0.833,3.0,16.0,19.0,3.0,3.0,0.0,6.0,3.0,24.0,21.5,-12.0,0.68,0.633,8.4,46.8,27.2,18.2,4.3,0.0,25.4,28.9,105.0,90.0,10.2
3,3.0,2021-10-25,26-248,DEN,,CLE,L (-12),1,34:57,9.0,15.0,0.6,1.0,4.0,0.25,5.0,6.0,0.833,3.0,16.0,19.0,3.0,3.0,0.0,6.0,3.0,24.0,21.5,-12.0,0.713,0.682,13.5,47.3,30.4,27.8,3.9,0.0,16.1,35.6,129.0,117.0,14.0
3,3.0,2022-04-21,27-061,DEN,,GSW,L (-5),1,38:22,14.0,22.0,0.636,2.0,3.0,0.667,7.0,9.0,0.778,4.0,14.0,18.0,5.0,3.0,0.0,5.0,3.0,37.0,33.7,3.0,0.68,0.633,8.4,46.8,27.2,18.2,4.3,0.0,25.4,28.9,105.0,90.0,10.2
3,3.0,2022-04-21,27-061,DEN,,GSW,L (-5),1,38:22,14.0,22.0,0.636,2.0,3.0,0.667,7.0,9.0,0.778,4.0,14.0,18.0,5.0,3.0,0.0,5.0,3.0,37.0,33.7,3.0,0.713,0.682,13.5,47.3,30.4,27.8,3.9,0.0,16.1,35.6,129.0,117.0,14.0
4,4.0,2021-10-26,26-249,DEN,@,UTA,L (-12),1,15:00,8.0,9.0,0.889,3.0,3.0,1.0,5.0,7.0,0.714,1.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,24.0,25.1,7.0,0.993,1.056,8.4,42.1,25.3,100.0,0.0,0.0,7.6,39.3,191.0,122.0,48.9
4,4.0,2021-10-26,26-249,DEN,@,UTA,L (-12),1,15:00,8.0,9.0,0.889,3.0,3.0,1.0,5.0,7.0,0.714,1.0,5.0,6.0,6.0,0.0,0.0,1.0,1.0,24.0,25.1,7.0,0.783,0.738,4.0,24.1,14.8,33.0,0.0,0.0,22.8,35.8,122.0,121.0,5.6
4,4.0,2022-04-24,27-064,DEN,,GSW,W (+5),1,37:42,14.0,21.0,0.667,3.0,5.0,0.6,6.0,6.0,1.0,1.0,7.0,8.0,6.0,0.0,0.0,7.0,3.0,37.0,26.7,-2.0,0.993,1.056,8.4,42.1,25.3,100.0,0.0,0.0,7.6,39.3,191.0,122.0,48.9
4,4.0,2022-04-24,27-064,DEN,,GSW,W (+5),1,37:42,14.0,21.0,0.667,3.0,5.0,0.6,6.0,6.0,1.0,1.0,7.0,8.0,6.0,0.0,0.0,7.0,3.0,37.0,26.7,-2.0,0.783,0.738,4.0,24.1,14.8,33.0,0.0,0.0,22.8,35.8,122.0,121.0,5.6
5,5.0,2021-10-29,26-252,DEN,,DAL,W (+31),1,25:15,5.0,9.0,0.556,1.0,3.0,0.333,0.0,0.0,,2.0,14.0,16.0,8.0,1.0,0.0,1.0,4.0,11.0,16.3,26.0,0.611,0.611,10.9,51.2,35.0,45.4,1.9,0.0,10.0,17.6,137.0,67.0,17.1
5,5.0,2021-10-29,26-252,DEN,,DAL,W (+31),1,25:15,5.0,9.0,0.556,1.0,3.0,0.333,0.0,0.0,,2.0,14.0,16.0,8.0,1.0,0.0,1.0,4.0,11.0,16.3,26.0,0.697,0.667,9.9,56.8,32.6,65.8,1.6,5.8,21.8,38.1,117.0,99.0,20.5
5,5.0,2022-04-27,27-067,DEN,@,GSW,L (-4),1,32:12,12.0,18.0,0.667,0.0,2.0,0.0,6.0,8.0,0.75,3.0,16.0,19.0,8.0,1.0,2.0,6.0,5.0,30.0,28.3,0.0,0.611,0.611,10.9,51.2,35.0,45.4,1.9,0.0,10.0,17.6,137.0,67.0,17.1
5,5.0,2022-04-27,27-067,DEN,@,GSW,L (-4),1,32:12,12.0,18.0,0.667,0.0,2.0,0.0,6.0,8.0,0.75,3.0,16.0,19.0,8.0,1.0,2.0,6.0,5.0,30.0,28.3,0.0,0.697,0.667,9.9,56.8,32.6,65.8,1.6,5.8,21.8,38.1,117.0,99.0,20.5
6,6.0,2021-10-30,26-253,DEN,@,MIN,W (+2),1,36:40,10.0,23.0,0.435,3.0,8.0,0.375,3.0,4.0,0.75,5.0,14.0,19.0,7.0,1.0,2.0,7.0,2.0,26.0,20.7,17.0,0.525,0.5,14.5,37.4,26.5,40.0,1.4,5.5,22.0,36.8,97.0,86.0,8.6
7,7.0,2021-11-01,26-255,DEN,@,MEM,L (-9),1,33:03,9.0,15.0,0.6,2.0,6.0,0.333,3.0,4.0,0.75,1.0,6.0,7.0,7.0,0.0,4.0,3.0,2.0,23.0,22.1,0.0,0.686,0.667,2.9,19.4,10.7,39.2,0.0,9.2,15.2,26.9,120.0,105.0,13.5
8,8.0,2021-11-03,26-257,DEN,@,MEM,L (-2),1,35:01,11.0,20.0,0.55,2.0,5.0,0.4,10.0,10.0,1.0,2.0,9.0,11.0,5.0,2.0,0.0,2.0,3.0,34.0,30.8,-3.0,0.697,0.6,6.2,34.3,18.8,24.5,2.9,0.0,7.6,33.6,141.0,112.0,17.8
9,9.0,2021-11-06,26-260,DEN,,HOU,W (+1),1,36:23,9.0,15.0,0.6,1.0,3.0,0.333,9.0,11.0,0.818,2.0,12.0,14.0,2.0,2.0,1.0,5.0,5.0,28.0,22.4,7.0,0.706,0.633,5.3,37.7,20.1,10.9,2.8,2.8,20.1,30.5,116.0,93.0,7.5
10,10.0,2021-11-08,26-262,DEN,,MIA,W (+17),1,33:24,10.0,14.0,0.714,0.0,0.0,,5.0,8.0,0.625,4.0,11.0,15.0,10.0,2.0,2.0,2.0,3.0,25.0,31.3,14.0,0.713,0.714,13.4,36.8,25.1,52.0,3.0,6.8,10.2,25.4,148.0,91.0,24.4
11,,2021-11-10,26-264,DEN,,IND,W (+3),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.0,2021-11-12,26-266,DEN,,ATL,W (+9),1,35:29,10.0,22.0,0.455,1.0,8.0,0.125,1.0,4.0,0.25,5.0,14.0,19.0,10.0,1.0,0.0,2.0,5.0,22.0,21.1,19.0,0.463,0.477,14.7,35.7,26.0,51.1,1.4,0.0,7.8,32.9,109.0,95.0,10.2
13,12.0,2021-11-14,26-268,DEN,,POR,W (+29),1,27:57,11.0,17.0,0.647,3.0,3.0,1.0,3.0,3.0,1.0,2.0,7.0,9.0,9.0,0.0,0.0,3.0,2.0,28.0,26.5,9.0,0.764,0.735,8.2,28.0,18.2,55.0,0.0,0.0,14.1,34.8,150.0,109.0,20.4
14,13.0,2021-11-15,26-269,DEN,@,DAL,L (-10),1,36:52,15.0,26.0,0.577,2.0,6.0,0.333,3.0,6.0,0.5,3.0,13.0,16.0,6.0,0.0,2.0,3.0,1.0,35.0,29.8,-1.0,0.611,0.615,8.9,36.8,23.1,38.2,0.0,4.8,9.5,40.2,121.0,116.0,15.7
15,14.0,2021-11-18,26-272,DEN,,PHI,L (-14),1,35:24,10.0,17.0,0.588,3.0,4.0,0.75,7.0,9.0,0.778,1.0,9.0,10.0,7.0,0.0,1.0,1.0,3.0,30.0,28.1,-5.0,0.716,0.676,2.8,29.1,14.9,51.5,0.0,2.4,4.6,28.1,145.0,111.0,20.2
16,,2021-11-19,26-273,DEN,,CHI,L (-6),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,2021-11-21,26-275,DEN,@,PHO,L (-29),Did Not Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,2021-11-23,26-277,DEN,@,POR,L (-19),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,2021-11-26,26-280,DEN,,MIL,L (-11),Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,15.0,2021-11-29,26-283,DEN,@,MIA,W (+9),1,32:35,9.0,14.0,0.643,1.0,2.0,0.5,5.0,6.0,0.833,3.0,12.0,15.0,7.0,1.0,0.0,1.0,2.0,24.0,27.2,17.0,0.721,0.679,13.8,42.1,29.9,34.7,1.6,0.0,5.7,27.0,157.0,111.0,13.9
21,16.0,2021-12-01,26-285,DEN,@,ORL,L (-5),1,36:11,7.0,19.0,0.368,0.0,5.0,0.0,4.0,5.0,0.8,1.0,14.0,15.0,7.0,1.0,0.0,5.0,1.0,18.0,12.5,2.0,0.425,0.368,3.4,53.1,26.9,31.3,1.3,0.0,19.1,33.7,82.0,108.0,-1.9
22,17.0,2021-12-04,26-288,DEN,@,NYK,W (+14),1,26:56,14.0,19.0,0.737,3.0,7.0,0.429,1.0,1.0,1.0,3.0,8.0,11.0,5.0,0.0,0.0,4.0,0.0,32.0,28.3,12.0,0.823,0.816,16.7,28.5,23.9,46.8,0.0,0.0,17.1,42.1,138.0,110.0,19.1
23,18.0,2021-12-06,26-290,DEN,@,CHI,L (-12),1,36:07,6.0,17.0,0.353,1.0,5.0,0.2,4.0,6.0,0.667,1.0,11.0,12.0,15.0,2.0,0.0,3.0,2.0,17.0,19.4,7.0,0.433,0.382,2.5,28.1,15.2,66.4,2.7,0.0,13.3,27.0,102.0,104.0,13.2
24,19.0,2021-12-08,26-292,DEN,@,NOP,W (+6),1,36:42,17.0,23.0,0.739,0.0,3.0,0.0,5.0,9.0,0.556,1.0,10.0,11.0,11.0,1.0,0.0,6.0,2.0,39.0,33.7,4.0,0.723,0.739,3.5,38.0,20.1,77.7,1.4,0.0,18.2,42.9,124.0,108.0,17.1
25,20.0,2021-12-09,26-293,DEN,@,SAS,L (-12),1,34:59,8.0,19.0,0.421,2.0,8.0,0.25,4.0,4.0,1.0,2.0,11.0,13.0,10.0,2.0,1.0,2.0,3.0,22.0,23.1,-5.0,0.53,0.474,6.1,35.9,20.5,44.2,2.8,2.6,8.8,29.0,116.0,116.0,11.0
26,21.0,2021-12-11,26-295,DEN,@,SAS,W (+15),1,34:12,15.0,24.0,0.625,4.0,6.0,0.667,1.0,1.0,1.0,2.0,15.0,17.0,8.0,1.0,2.0,5.0,3.0,35.0,31.9,32.0,0.716,0.708,6.8,46.8,27.7,43.3,1.4,4.5,17.0,37.5,126.0,101.0,15.0
