Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
7,7.0,2021-06-07,26-108,DEN,@,PHO,L (-17),1,36:25,10.0,23.0,0.435,2.0,5.0,0.4,0.0,0.0,,2.0,7.0,9.0,3.0,2.0,3.0,4.0,2.0,22.0,14.8,-13.0,0.478,0.478,5.5,24.9,14.0,13.3,2.8,7.8,14.8,33.7,89.0,122.0,-0.7
8,8.0,2021-01-07,25-323,DEN,,DAL,L (-7),1,41:13,14.0,31.0,0.452,4.0,10.0,0.4,6.0,10.0,0.6,1.0,10.0,11.0,4.0,2.0,0.0,3.0,4.0,38.0,24.2,-6.0,0.537,0.516,2.8,28.6,15.5,20.6,2.4,0.0,7.8,41.4,105.0,113.0,6.7
8,8.0,2021-01-07,25-323,DEN,,DAL,L (-7),1,41:13,14.0,31.0,0.452,4.0,10.0,0.4,6.0,10.0,0.6,1.0,10.0,11.0,4.0,2.0,0.0,3.0,4.0,38.0,24.2,-6.0,0.611,0.559,11.8,34.0,21.5,45.5,1.7,0.0,9.2,32.0,126.0,122.0,14.0
8,8.0,2021-06-09,26-110,DEN,@,PHO,L (-25),1,29:34,9.0,17.0,0.529,1.0,3.0,0.333,5.0,6.0,0.833,4.0,9.0,13.0,6.0,1.0,0.0,2.0,1.0,24.0,23.6,-14.0,0.537,0.516,2.8,28.6,15.5,20.6,2.4,0.0,7.8,41.4,105.0,113.0,6.7
8,8.0,2021-06-09,26-110,DEN,@,PHO,L (-25),1,29:34,9.0,17.0,0.529,1.0,3.0,0.333,5.0,6.0,0.833,4.0,9.0,13.0,6.0,1.0,0.0,2.0,1.0,24.0,23.6,-14.0,0.611,0.559,11.8,34.0,21.5,45.5,1.7,0.0,9.2,32.0,126.0,122.0,14.0
9,9.0,2021-01-09,25-325,DEN,@,PHI,W (+12),1,29:02,6.0,8.0,0.75,0.0,0.0,,3.0,3.0,1.0,1.0,8.0,9.0,12.0,0.0,0.0,4.0,2.0,15.0,18.5,24.0,0.805,0.75,3.8,26.5,16.0,56.6,0.0,0.0,30.0,19.4,138.0,105.0,10.7
9,9.0,2021-01-09,25-325,DEN,@,PHI,W (+12),1,29:02,6.0,8.0,0.75,0.0,0.0,,3.0,3.0,1.0,1.0,8.0,9.0,12.0,0.0,0.0,4.0,2.0,15.0,18.5,24.0,0.485,0.466,23.2,37.7,28.7,51.7,0.0,2.2,5.7,36.3,123.0,121.0,15.6
9,9.0,2021-06-11,26-112,DEN,,PHO,L (-14),1,39:47,13.0,29.0,0.448,1.0,6.0,0.167,5.0,9.0,0.556,10.0,10.0,20.0,10.0,0.0,1.0,2.0,2.0,32.0,30.2,-10.0,0.805,0.75,3.8,26.5,16.0,56.6,0.0,0.0,30.0,19.4,138.0,105.0,10.7
9,9.0,2021-06-11,26-112,DEN,,PHO,L (-14),1,39:47,13.0,29.0,0.448,1.0,6.0,0.167,5.0,9.0,0.556,10.0,10.0,20.0,10.0,0.0,1.0,2.0,2.0,32.0,30.2,-10.0,0.485,0.466,23.2,37.7,28.7,51.7,0.0,2.2,5.7,36.3,123.0,121.0,15.6
10,10.0,2021-01-10,25-326,DEN,@,NYK,W (+25),1,30:04,9.0,15.0,0.6,1.0,3.0,0.333,3.0,3.0,1.0,3.0,7.0,10.0,5.0,1.0,1.0,2.0,1.0,22.0,22.1,8.0,0.674,0.633,13.3,26.0,20.2,26.1,1.7,3.0,10.9,28.9,138.0,95.0,12.3
10,10.0,2021-01-10,25-326,DEN,@,NYK,W (+25),1,30:04,9.0,15.0,0.6,1.0,3.0,0.333,3.0,3.0,1.0,3.0,7.0,10.0,5.0,1.0,1.0,2.0,1.0,22.0,22.1,8.0,0.586,0.559,7.1,41.3,22.0,22.8,0.0,2.7,0.0,27.6,129.0,118.0,10.5
10,10.0,2021-06-13,26-114,DEN,,PHO,L (-7),1,28:17,9.0,17.0,0.529,1.0,4.0,0.25,3.0,4.0,0.75,2.0,9.0,11.0,4.0,0.0,1.0,0.0,2.0,22.0,20.1,-10.0,0.674,0.633,13.3,26.0,20.2,26.1,1.7,3.0,10.9,28.9,138.0,95.0,12.3
10,10.0,2021-06-13,26-114,DEN,,PHO,L (-7),1,28:17,9.0,17.0,0.529,1.0,4.0,0.25,3.0,4.0,0.75,2.0,9.0,11.0,4.0,0.0,1.0,0.0,2.0,22.0,20.1,-10.0,0.586,0.559,7.1,41.3,22.0,22.8,0.0,2.7,0.0,27.6,129.0,118.0,10.5
11,11.0,2021-01-12,25-328,DEN,@,BRK,L (-6),1,34:20,8.0,17.0,0.471,1.0,4.0,0.25,6.0,6.0,1.0,1.0,7.0,8.0,11.0,7.0,1.0,1.0,2.0,23.0,30.7,-11.0,0.586,0.5,3.3,31.6,15.3,46.9,10.2,3.0,4.8,26.7,140.0,107.0,20.2
12,12.0,2021-01-14,25-330,DEN,,GSW,W (+10),1,35:54,8.0,16.0,0.5,0.0,4.0,0.0,7.0,7.0,1.0,1.0,13.0,14.0,10.0,3.0,0.0,3.0,4.0,23.0,25.0,10.0,0.603,0.5,2.8,38.6,20.1,44.1,3.9,0.0,13.6,25.7,123.0,95.0,10.8
13,13.0,2021-01-17,25-333,DEN,,UTA,L (-4),1,39:50,14.0,23.0,0.609,3.0,6.0,0.5,4.0,4.0,1.0,8.0,6.0,14.0,9.0,2.0,1.0,6.0,4.0,35.0,33.3,6.0,0.707,0.674,18.5,20.1,19.2,46.9,2.7,3.1,19.5,32.1,133.0,117.0,20.1
14,14.0,2021-01-19,25-335,DEN,,OKC,W (+18),1,28:24,12.0,21.0,0.571,0.0,4.0,0.0,3.0,3.0,1.0,5.0,7.0,12.0,6.0,1.0,1.0,1.0,2.0,27.0,26.8,12.0,0.605,0.571,16.9,24.1,20.5,39.4,1.6,3.9,4.3,31.5,139.0,95.0,16.4
15,15.0,2021-01-22,25-338,DEN,@,PHO,W (+4),1,39:42,15.0,27.0,0.556,1.0,3.0,0.333,0.0,1.0,0.0,6.0,4.0,10.0,8.0,3.0,0.0,3.0,4.0,31.0,27.1,-13.0,0.565,0.574,17.4,12.7,15.2,32.4,3.8,0.0,9.9,33.8,117.0,116.0,8.6
16,16.0,2021-01-23,25-339,DEN,@,PHO,W (+8),1,42:00,9.0,21.0,0.429,0.0,0.0,,11.0,14.0,0.786,7.0,15.0,22.0,6.0,1.0,0.0,6.0,3.0,29.0,24.1,8.0,0.534,0.429,17.6,34.5,26.4,30.1,1.2,0.0,18.1,36.0,107.0,97.0,6.9
17,17.0,2021-01-25,25-341,DEN,@,DAL,W (+4),1,33:55,8.0,13.0,0.615,0.0,2.0,0.0,4.0,4.0,1.0,3.0,7.0,10.0,4.0,2.0,1.0,6.0,2.0,20.0,17.0,-10.0,0.678,0.615,10.6,23.0,17.1,19.7,3.0,2.7,28.9,27.4,110.0,115.0,0.8
18,18.0,2021-01-27,25-343,DEN,@,MIA,W (+27),1,34:06,9.0,14.0,0.643,1.0,5.0,0.2,2.0,2.0,1.0,2.0,9.0,11.0,3.0,0.0,1.0,1.0,2.0,21.0,19.9,16.0,0.706,0.679,6.4,29.5,17.8,14.4,0.0,4.0,6.3,20.4,141.0,91.0,6.5
19,19.0,2021-01-29,25-345,DEN,@,SAS,L (-10),1,38:43,14.0,24.0,0.583,5.0,11.0,0.455,2.0,4.0,0.5,1.0,9.0,10.0,5.0,1.0,1.0,4.0,3.0,35.0,26.4,-9.0,0.679,0.688,3.2,28.6,15.9,26.2,1.3,2.1,13.4,36.2,119.0,124.0,7.3
20,20.0,2021-01-31,25-347,DEN,,UTA,W (+11),1,37:20,17.0,26.0,0.654,4.0,4.0,1.0,9.0,10.0,0.9,3.0,9.0,12.0,5.0,2.0,1.0,3.0,2.0,47.0,42.4,14.0,0.773,0.731,11.0,27.6,20.0,25.6,2.7,4.6,9.0,41.5,148.0,117.0,20.9
21,21.0,2021-02-04,25-351,DEN,@,LAL,L (-21),1,34:56,6.0,16.0,0.375,0.0,0.0,,1.0,2.0,0.5,3.0,6.0,9.0,6.0,1.0,0.0,3.0,4.0,13.0,8.3,-8.0,0.385,0.375,8.6,24.2,15.1,29.7,1.4,0.0,15.1,24.0,89.0,120.0,-1.8
22,22.0,2021-02-06,25-353,DEN,@,SAC,L (-5),1,41:24,20.0,33.0,0.606,3.0,6.0,0.5,7.0,7.0,1.0,1.0,7.0,8.0,12.0,1.0,3.0,1.0,2.0,50.0,47.4,2.0,0.693,0.652,2.4,18.4,10.1,63.8,1.2,6.2,2.7,38.3,149.0,120.0,27.2
23,23.0,2021-02-08,25-355,DEN,,MIL,L (-13),1,39:06,13.0,26.0,0.5,3.0,6.0,0.5,6.0,6.0,1.0,3.0,9.0,12.0,6.0,0.0,0.0,0.0,3.0,35.0,29.8,-2.0,0.611,0.558,7.8,26.9,16.7,29.4,0.0,0.0,0.0,32.0,136.0,129.0,11.6
24,24.0,2021-02-10,25-357,DEN,,CLE,W (+38),1,29:50,5.0,7.0,0.714,0.0,0.0,,2.0,2.0,1.0,1.0,5.0,6.0,12.0,2.0,0.0,2.0,3.0,12.0,18.5,32.0,0.761,0.714,4.6,15.2,11.0,44.9,3.2,0.0,20.2,15.1,158.0,95.0,11.6
25,25.0,2021-02-12,25-359,DEN,,OKC,W (+2),1,36:37,9.0,16.0,0.563,2.0,7.0,0.286,2.0,2.0,1.0,3.0,10.0,13.0,9.0,1.0,1.0,2.0,4.0,22.0,23.9,5.0,0.652,0.625,8.7,28.5,18.7,41.8,1.4,2.3,10.6,23.7,132.0,95.0,13.9
26,26.0,2021-02-14,25-361,DEN,,LAL,W (+17),1,34:46,8.0,17.0,0.471,1.0,5.0,0.2,6.0,6.0,1.0,4.0,12.0,16.0,10.0,0.0,1.0,3.0,2.0,23.0,24.6,16.0,0.586,0.5,11.8,36.0,23.8,49.4,0.0,2.3,13.3,28.7,130.0,104.0,10.6
27,27.0,2021-02-16,25-363,DEN,@,BOS,L (-13),1,37:33,16.0,23.0,0.696,3.0,5.0,0.6,8.0,8.0,1.0,3.0,3.0,6.0,5.0,2.0,1.0,3.0,3.0,43.0,38.3,2.0,0.811,0.761,8.7,10.4,9.5,36.4,2.7,3.3,10.2,35.1,149.0,117.0,22.3
28,28.0,2021-02-17,25-364,DEN,@,WAS,L (-2),1,36:53,12.0,21.0,0.571,3.0,5.0,0.6,6.0,6.0,1.0,1.0,6.0,7.0,9.0,2.0,0.0,3.0,4.0,33.0,29.3,5.0,0.698,0.643,2.8,19.0,10.5,36.2,2.6,0.0,11.3,31.3,140.0,126.0,10.7
29,29.0,2021-02-19,26-000,DEN,@,CLE,W (+17),1,32:48,5.0,8.0,0.625,1.0,2.0,0.5,5.0,5.0,1.0,2.0,10.0,12.0,10.0,4.0,1.0,3.0,2.0,16.0,24.7,13.0,0.784,0.688,10.8,33.3,24.7,37.8,6.2,2.8,22.7,18.8,152.0,92.0,18.2
30,30.0,2021-02-21,26-002,DEN,@,ATL,L (-8),1,36:42,5.0,15.0,0.333,2.0,5.0,0.4,3.0,4.0,0.75,2.0,8.0,10.0,6.0,3.0,0.0,4.0,5.0,15.0,11.1,-7.0,0.447,0.4,7.1,26.2,17.0,21.5,4.0,0.0,19.3,26.1,91.0,120.0,-3.7
31,31.0,2021-02-23,26-004,DEN,,POR,W (+5),1,37:44,17.0,32.0,0.531,3.0,6.0,0.5,4.0,4.0,1.0,3.0,2.0,5.0,5.0,1.0,0.0,0.0,1.0,41.0,32.2,0.0,0.607,0.578,7.6,6.9,7.3,34.6,1.4,0.0,0.0,41.7,130.0,121.0,15.4
32,32.0,2021-02-25,26-006,DEN,,WAS,L (-2),1,37:42,9.0,18.0,0.5,3.0,4.0,0.75,3.0,3.0,1.0,2.0,9.0,11.0,7.0,1.0,2.0,1.0,3.0,24.0,24.2,-2.0,0.621,0.583,5.8,27.3,16.3,34.9,1.3,4.2,4.9,22.8,139.0,111.0,12.8
33,33.0,2021-02-27,26-008,DEN,@,OKC,W (+30),1,30:07,8.0,10.0,0.8,1.0,2.0,0.5,2.0,2.0,1.0,1.0,10.0,11.0,13.0,2.0,0.0,0.0,3.0,19.0,28.8,34.0,0.873,0.85,4.4,31.9,20.4,57.2,3.2,0.0,0.0,16.1,195.0,89.0,25.5
34,34.0,2021-03-01,26-010,DEN,@,CHI,W (+6),1,38:25,17.0,28.0,0.607,0.0,3.0,0.0,5.0,5.0,1.0,2.0,12.0,14.0,9.0,1.0,2.0,1.0,4.0,39.0,37.3,12.0,0.646,0.607,6.4,27.3,18.6,45.4,1.3,4.5,3.2,36.2,142.0,107.0,17.3
35,35.0,2021-03-02,26-011,DEN,@,MIL,W (+31),1,36:24,15.0,23.0,0.652,2.0,3.0,0.667,5.0,5.0,1.0,4.0,6.0,10.0,11.0,2.0,0.0,2.0,1.0,37.0,38.8,18.0,0.734,0.696,13.9,16.8,15.5,43.7,2.8,0.0,7.4,32.5,154.0,101.0,24.4
36,36.0,2021-03-04,26-013,DEN,@,IND,W (+10),1,37:00,9.0,18.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,2.0,10.0,12.0,8.0,0.0,0.0,7.0,2.0,20.0,12.8,-3.0,0.53,0.528,8.9,28.2,20.8,31.1,0.0,0.0,27.0,32.6,96.0,108.0,-4.6
37,37.0,2021-03-12,26-021,DEN,@,MEM,W (+1),1,36:16,13.0,22.0,0.591,1.0,2.0,0.5,1.0,2.0,0.5,2.0,13.0,15.0,7.0,2.0,0.0,1.0,1.0,28.0,28.2,-3.0,0.612,0.614,5.8,39.1,22.1,38.9,2.8,0.0,4.2,29.9,128.0,101.0,14.3
38,38.0,2021-03-13,26-022,DEN,,DAL,L (-13),1,36:02,10.0,20.0,0.5,1.0,5.0,0.2,5.0,6.0,0.833,2.0,7.0,9.0,11.0,0.0,0.0,4.0,0.0,26.0,22.8,-12.0,0.574,0.525,5.4,22.7,13.3,61.9,0.0,0.0,15.0,32.9,118.0,130.0,11.0
39,39.0,2021-03-15,26-024,DEN,,IND,W (+15),1,34:14,11.0,25.0,0.44,2.0,4.0,0.5,8.0,10.0,0.8,6.0,8.0,14.0,5.0,4.0,1.0,1.0,2.0,32.0,31.1,-9.0,0.544,0.48,18.3,23.9,21.1,23.7,5.9,2.9,3.3,36.9,132.0,99.0,15.6
40,40.0,2021-03-17,26-026,DEN,,CHO,W (+25),1,28:37,6.0,7.0,0.857,0.0,0.0,,0.0,0.0,,2.0,8.0,10.0,10.0,0.0,0.0,3.0,2.0,12.0,16.5,27.0,0.857,0.857,9.9,28.6,20.7,40.0,0.0,0.0,30.0,15.1,148.0,107.0,7.8
41,41.0,2021-03-19,26-028,DEN,,CHI,W (+4),1,42:08,14.0,23.0,0.609,2.0,4.0,0.5,4.0,6.0,0.667,5.0,10.0,15.0,9.0,2.0,1.0,1.0,4.0,34.0,35.6,5.0,0.663,0.652,15.0,29.3,22.2,37.3,2.4,2.3,3.8,28.9,147.0,116.0,14.8
42,42.0,2021-03-21,26-030,DEN,,NOP,L (-5),1,34:37,13.0,19.0,0.684,3.0,4.0,0.75,0.0,0.0,,3.0,7.0,10.0,10.0,1.0,1.0,5.0,3.0,29.0,27.6,3.0,0.763,0.763,10.1,23.7,16.9,53.4,1.4,2.4,20.8,31.0,130.0,115.0,16.7
43,43.0,2021-03-23,26-032,DEN,@,ORL,W (+11),1,36:15,11.0,17.0,0.647,2.0,4.0,0.5,4.0,4.0,1.0,4.0,11.0,15.0,10.0,2.0,1.0,3.0,2.0,28.0,32.5,11.0,0.746,0.706,12.9,30.3,22.3,43.5,2.8,2.5,13.8,27.0,147.0,101.0,19.7
44,44.0,2021-03-24,26-033,DEN,@,TOR,L (-24),1,29:38,8.0,14.0,0.571,0.0,2.0,0.0,4.0,4.0,1.0,4.0,6.0,10.0,5.0,1.0,0.0,4.0,1.0,20.0,18.1,-13.0,0.635,0.571,12.2,25.6,17.8,28.9,1.7,0.0,20.2,27.4,118.0,137.0,4.3
45,45.0,2021-03-26,26-035,DEN,@,NOP,W (+5),1,41:07,17.0,30.0,0.567,3.0,5.0,0.6,0.0,0.0,,2.0,4.0,6.0,9.0,2.0,1.0,1.0,3.0,37.0,32.2,23.0,0.617,0.617,5.6,15.1,9.6,38.7,2.6,2.4,3.2,34.8,135.0,118.0,15.0
46,46.0,2021-03-28,26-037,DEN,,ATL,W (+24),1,28:13,7.0,12.0,0.583,1.0,2.0,0.5,1.0,2.0,0.5,3.0,7.0,10.0,8.0,1.0,2.0,0.0,0.0,16.0,22.2,20.0,0.621,0.625,11.6,33.1,21.3,35.7,1.8,8.1,0.0,20.1,159.0,102.0,18.5
47,47.0,2021-03-30,26-039,DEN,,PHI,W (+9),1,34:25,8.0,14.0,0.571,0.0,1.0,0.0,5.0,6.0,0.833,3.0,7.0,10.0,5.0,0.0,0.0,5.0,1.0,21.0,16.3,8.0,0.631,0.571,11.0,20.8,16.4,25.0,0.0,0.0,23.1,27.8,110.0,106.0,1.0
48,48.0,2021-04-01,26-041,DEN,@,LAC,W (+7),1,35:50,6.0,16.0,0.375,2.0,3.0,0.667,0.0,0.0,,1.0,6.0,7.0,7.0,0.0,1.0,4.0,3.0,14.0,8.1,13.0,0.438,0.438,3.4,18.3,11.3,30.3,0.0,2.6,20.0,26.7,87.0,108.0,-2.4
49,49.0,2021-04-04,26-044,DEN,,ORL,W (+10),1,37:42,5.0,11.0,0.455,0.0,1.0,0.0,7.0,9.0,0.778,2.0,7.0,9.0,16.0,1.0,0.0,4.0,4.0,17.0,20.6,15.0,0.568,0.455,5.7,19.8,12.7,55.6,1.3,0.0,21.1,20.9,129.0,115.0,8.4
50,50.0,2021-04-06,26-046,DEN,,DET,W (+15),1,26:46,13.0,16.0,0.813,0.0,0.0,,1.0,2.0,0.5,2.0,6.0,8.0,11.0,1.0,1.0,1.0,3.0,27.0,31.0,9.0,0.8,0.813,10.0,28.3,19.4,60.3,1.9,3.9,5.6,29.7,171.0,122.0,23.9
51,51.0,2021-04-07,26-047,DEN,,SAS,W (+10),1,30:27,11.0,18.0,0.611,0.0,2.0,0.0,3.0,4.0,0.75,1.0,8.0,9.0,10.0,1.0,0.0,6.0,0.0,25.0,21.5,5.0,0.633,0.611,3.7,24.3,14.9,69.6,1.5,0.0,23.3,34.3,109.0,94.0,12.8
52,52.0,2021-04-09,26-049,DEN,,SAS,W (+2),1,38:22,9.0,17.0,0.529,2.0,2.0,1.0,6.0,6.0,1.0,5.0,8.0,13.0,14.0,1.0,0.0,6.0,4.0,26.0,26.8,7.0,0.662,0.588,17.4,20.9,19.4,55.2,1.3,0.0,23.4,29.9,131.0,119.0,9.0
53,53.0,2021-04-11,26-051,DEN,,BOS,L (-18),1,31:30,6.0,15.0,0.4,0.0,2.0,0.0,5.0,7.0,0.714,2.0,8.0,10.0,11.0,1.0,1.0,2.0,3.0,17.0,18.1,9.0,0.47,0.4,5.5,28.3,15.5,73.3,1.7,2.8,10.0,29.2,109.0,109.0,13.6
54,54.0,2021-04-12,26-052,DEN,@,GSW,L (-9),1,37:17,10.0,21.0,0.476,1.0,5.0,0.2,6.0,8.0,0.75,4.0,8.0,12.0,8.0,1.0,1.0,4.0,1.0,27.0,23.6,-14.0,0.551,0.5,12.3,29.4,20.1,39.4,1.3,3.5,14.0,32.5,113.0,115.0,8.7
55,55.0,2021-04-14,26-054,DEN,,MIA,W (+17),1,32:02,6.0,14.0,0.429,1.0,2.0,0.5,4.0,5.0,0.8,4.0,6.0,10.0,11.0,1.0,2.0,2.0,3.0,17.0,20.7,7.0,0.525,0.464,16.2,25.0,20.5,42.3,1.7,6.4,11.0,26.0,135.0,113.0,10.5
56,56.0,2021-04-16,26-056,DEN,@,HOU,W (+29),1,27:05,10.0,12.0,0.833,1.0,1.0,1.0,8.0,9.0,0.889,6.0,10.0,16.0,7.0,2.0,0.0,0.0,3.0,29.0,37.1,9.0,0.909,0.875,23.6,40.3,31.9,43.9,3.7,0.0,0.0,24.3,199.0,95.0,34.3
57,57.0,2021-04-19,26-059,DEN,,MEM,W (+2),1,45:04,20.0,31.0,0.645,2.0,6.0,0.333,5.0,6.0,0.833,7.0,8.0,15.0,8.0,0.0,1.0,7.0,3.0,47.0,38.3,3.0,0.699,0.677,18.0,18.7,18.4,40.8,0.0,1.9,17.2,38.1,127.0,115.0,11.0
58,58.0,2021-04-21,26-061,DEN,@,POR,W (+1),1,35:38,9.0,18.0,0.5,1.0,6.0,0.167,6.0,7.0,0.857,4.0,5.0,9.0,5.0,0.0,1.0,4.0,0.0,25.0,20.1,3.0,0.593,0.528,11.2,17.3,13.9,25.1,0.0,2.6,15.9,31.1,118.0,118.0,5.1
59,59.0,2021-04-23,26-063,DEN,@,GSW,L (-21),1,33:24,7.0,16.0,0.438,0.0,3.0,0.0,5.0,5.0,1.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,2.0,19.0,14.8,-18.0,0.522,0.438,0.0,23.3,9.8,36.0,0.0,0.0,5.2,26.1,109.0,126.0,-0.2
60,60.0,2021-04-24,26-064,DEN,,HOU,W (+13),1,29:01,10.0,14.0,0.714,0.0,0.0,,4.0,6.0,0.667,0.0,8.0,8.0,12.0,1.0,1.0,4.0,4.0,24.0,24.3,10.0,0.721,0.714,0.0,32.3,18.6,59.3,1.6,3.9,19.4,32.5,133.0,111.0,9.8
61,61.0,2021-04-26,26-066,DEN,,MEM,W (+24),1,29:40,6.0,12.0,0.5,2.0,3.0,0.667,10.0,10.0,1.0,1.0,14.0,15.0,5.0,2.0,0.0,6.0,3.0,24.0,21.2,11.0,0.732,0.583,3.4,49.2,26.1,22.9,3.1,0.0,26.8,31.6,115.0,85.0,10.1
62,62.0,2021-04-28,26-068,DEN,,NOP,W (+2),1,36:29,12.0,20.0,0.6,2.0,4.0,0.5,6.0,8.0,0.75,0.0,7.0,7.0,8.0,3.0,3.0,6.0,1.0,32.0,28.4,7.0,0.68,0.65,0.0,22.5,11.5,38.7,3.6,6.9,20.3,34.3,112.0,97.0,12.4
63,63.0,2021-04-29,26-069,DEN,,TOR,W (+10),1,28:26,8.0,13.0,0.615,2.0,3.0,0.667,1.0,1.0,1.0,4.0,7.0,11.0,2.0,1.0,0.0,1.0,1.0,19.0,19.0,-4.0,0.707,0.692,15.7,29.5,22.4,11.1,1.7,0.0,6.9,21.1,148.0,113.0,8.8
64,64.0,2021-05-01,26-071,DEN,@,LAC,W (+6),1,33:22,9.0,17.0,0.529,2.0,6.0,0.333,10.0,10.0,1.0,2.0,12.0,14.0,7.0,0.0,1.0,0.0,4.0,30.0,30.7,-3.0,0.701,0.588,7.8,37.5,24.3,38.7,0.0,2.9,0.0,31.0,159.0,111.0,20.3
65,65.0,2021-05-03,26-073,DEN,@,LAL,L (-4),1,35:36,12.0,28.0,0.429,1.0,4.0,0.25,7.0,8.0,0.875,3.0,6.0,9.0,5.0,2.0,1.0,2.0,4.0,32.0,23.3,3.0,0.508,0.446,9.6,19.3,14.4,34.0,2.9,3.1,6.0,44.7,104.0,96.0,11.5
66,66.0,2021-05-05,26-075,DEN,,NYK,W (+16),1,29:07,10.0,16.0,0.625,0.0,2.0,0.0,12.0,15.0,0.8,3.0,9.0,12.0,6.0,2.0,2.0,4.0,3.0,32.0,30.8,15.0,0.708,0.625,9.3,28.5,18.8,48.2,3.2,6.5,15.0,35.2,133.0,87.0,21.8
67,67.0,2021-05-07,26-077,DEN,@,UTA,L (-7),1,35:02,9.0,11.0,0.818,2.0,2.0,1.0,4.0,4.0,1.0,2.0,7.0,9.0,13.0,0.0,1.0,5.0,5.0,24.0,26.2,-4.0,0.94,0.909,7.2,25.2,16.2,58.1,0.0,3.2,28.2,22.4,153.0,132.0,14.1
68,68.0,2021-05-08,26-078,DEN,,BRK,L (-6),1,36:56,10.0,21.0,0.476,0.0,5.0,0.0,9.0,9.0,1.0,3.0,4.0,7.0,6.0,0.0,0.0,5.0,3.0,29.0,19.6,3.0,0.581,0.476,9.1,20.8,13.4,26.9,0.0,0.0,16.7,34.1,114.0,134.0,0.5
69,69.0,2021-05-11,26-081,DEN,@,CHO,W (+5),1,32:57,7.0,16.0,0.438,0.0,2.0,0.0,16.0,17.0,0.941,2.0,9.0,11.0,6.0,0.0,0.0,2.0,2.0,30.0,26.7,12.0,0.639,0.438,6.6,30.5,18.4,28.4,0.0,0.0,7.8,33.3,137.0,113.0,7.3
70,70.0,2021-05-13,26-083,DEN,@,MIN,W (+11),1,32:14,14.0,21.0,0.667,0.0,3.0,0.0,3.0,3.0,1.0,6.0,8.0,14.0,4.0,1.0,1.0,2.0,2.0,31.0,30.2,8.0,0.694,0.667,19.4,23.8,21.7,23.7,1.5,3.8,8.2,32.1,140.0,102.0,16.1
71,71.0,2021-05-14,26-084,DEN,@,DET,W (+13),1,26:28,7.0,11.0,0.636,0.0,0.0,,6.0,7.0,0.857,3.0,12.0,15.0,11.0,0.0,0.0,1.0,2.0,20.0,26.3,18.0,0.71,0.636,13.3,44.4,30.2,68.1,0.0,0.0,6.6,26.5,157.0,95.0,22.4
72,72.0,2021-05-16,26-086,DEN,@,POR,L (-16),1,16:41,9.0,17.0,0.529,0.0,3.0,0.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,21.0,14.2,-13.0,0.573,0.529,5.8,15.6,9.9,31.8,2.9,0.0,5.2,50.3,115.0,132.0,7.6
1,1.0,2019-10-23,24-246,DEN,@,POR,W (+8),1,23:54,8.0,14.0,0.571,3.0,5.0,0.6,1.0,2.0,0.5,4.0,9.0,13.0,2.0,0.0,0.0,4.0,4.0,20.0,14.3,14.0,0.672,0.679,17.5,38.5,28.1,22.4,0.0,0.0,21.2,33.9,108.0,97.0,4.1
1,1.0,2019-10-23,24-246,DEN,@,POR,W (+8),1,23:54,8.0,14.0,0.571,3.0,5.0,0.6,1.0,2.0,0.5,4.0,9.0,13.0,2.0,0.0,0.0,4.0,4.0,20.0,14.3,14.0,0.65,0.619,2.9,23.1,13.5,10.7,2.4,2.5,15.2,29.0,115.0,116.0,2.7
1,1.0,2020-08-17,25-180,DEN,,UTA,W (+10),1,42:10,11.0,21.0,0.524,4.0,7.0,0.571,3.0,3.0,1.0,1.0,9.0,10.0,3.0,2.0,1.0,4.0,2.0,29.0,22.1,7.0,0.672,0.679,17.5,38.5,28.1,22.4,0.0,0.0,21.2,33.9,108.0,97.0,4.1
1,1.0,2020-08-17,25-180,DEN,,UTA,W (+10),1,42:10,11.0,21.0,0.524,4.0,7.0,0.571,3.0,3.0,1.0,1.0,9.0,10.0,3.0,2.0,1.0,4.0,2.0,29.0,22.1,7.0,0.65,0.619,2.9,23.1,13.5,10.7,2.4,2.5,15.2,29.0,115.0,116.0,2.7
2,2.0,2019-10-25,24-248,DEN,,PHO,W (+1),1,40:32,8.0,18.0,0.444,0.0,2.0,0.0,7.0,9.0,0.778,3.0,11.0,14.0,12.0,1.0,2.0,5.0,4.0,23.0,22.4,8.0,0.524,0.444,7.5,30.6,18.5,61.4,1.2,4.5,18.5,28.9,104.0,96.0,9.9
2,2.0,2019-10-25,24-248,DEN,,PHO,W (+1),1,40:32,8.0,18.0,0.444,0.0,2.0,0.0,7.0,9.0,0.778,3.0,11.0,14.0,12.0,1.0,2.0,5.0,4.0,23.0,22.4,8.0,0.551,0.5,19.9,23.3,21.7,41.6,0.0,0.0,7.3,41.1,128.0,144.0,7.2
