Seconds_played,Home_or_Away,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM,WinOrLoss,Margin
2088,0,10,26,0,3,9,0,3,3,1,5,10,15,7,1,0,5,2,26,18,7,0,0,16,27,22,34,1,0,16,37,104,104,1,1,10
2061,1,13,24,1,3,5,1,6,9,1,5,12,17,8,1,0,5,3,35,30,6,1,1,17,38,28,45,1,0,15,39,123,112,15,1,1
2061,1,9,15,1,2,4,0,5,7,1,1,11,12,9,4,1,2,3,25,29,17,1,1,4,37,23,36,5,2,10,25,139,96,16,1,18
2064,0,6,16,0,0,5,0,6,8,1,2,8,10,11,0,0,2,5,18,16,-5,0,0,7,22,16,52,0,0,9,28,113,108,3,1,5
1568,1,3,5,1,0,1,0,2,2,1,1,17,18,11,1,0,2,2,8,17,6,1,1,5,54,34,52,2,0,25,13,144,77,15,1,32
1967,0,10,17,1,0,4,0,2,2,1,4,12,16,4,2,0,6,2,22,18,-27,1,1,12,38,24,23,3,0,25,31,100,112,1,0,12
2554,0,16,22,1,3,5,1,11,12,1,3,9,12,11,3,4,5,3,46,49,22,1,1,8,22,16,51,3,7,16,33,150,108,26,1,8
2084,0,12,17,1,0,0,0,8,14,1,3,12,15,13,0,1,3,3,32,34,14,1,1,11,39,25,61,0,3,12,33,139,120,14,1,7
2101,1,15,24,1,0,2,0,8,9,1,3,15,18,7,1,2,3,4,38,36,6,1,1,10,42,28,49,1,5,10,38,134,94,19,1,6
1906,0,9,21,0,0,8,0,5,6,1,1,11,12,9,1,1,5,4,23,17,-7,0,0,4,37,21,64,2,3,18,40,100,115,7,0,11
1831,0,9,13,1,0,0,0,8,9,1,4,6,10,7,0,2,3,2,26,27,-4,1,1,18,18,18,38,0,4,15,29,147,130,14,0,12
2012,1,8,16,0,1,3,0,5,7,1,1,12,13,8,2,2,5,1,22,21,-9,1,1,3,36,21,35,3,6,21,33,106,100,9,1,4
1578,1,10,14,1,2,2,1,7,7,1,2,11,13,8,2,1,3,2,29,32,16,1,1,8,44,27,53,4,3,15,34,155,97,29,1,18
2250,1,15,24,1,0,4,0,2,2,1,5,5,10,8,2,1,4,3,32,29,-16,1,1,16,13,15,46,3,2,14,35,124,112,13,0,3
1981,0,8,23,0,2,6,0,5,6,1,4,4,8,4,1,1,2,2,23,15,-21,0,0,13,18,15,25,2,4,7,37,104,135,2,0,20
2059,0,9,15,1,0,2,0,12,13,1,1,13,14,6,2,3,1,5,30,33,10,1,1,4,46,26,26,3,8,5,30,154,107,15,1,12
1939,0,9,10,1,1,2,0,9,11,1,2,4,6,6,3,0,8,2,28,25,-15,1,1,9,19,14,26,4,0,35,31,128,135,9,0,10
2096,0,13,15,1,0,1,0,9,10,1,2,10,12,8,2,2,3,4,35,38,19,1,1,7,33,20,48,3,6,13,28,161,101,22,1,6
2126,1,9,17,1,0,0,0,8,12,1,5,14,19,11,2,0,4,1,26,29,21,1,1,14,45,28,54,3,0,15,31,126,102,15,1,4
2139,1,15,19,1,0,0,0,7,8,1,3,10,13,9,2,1,7,3,37,35,11,1,1,15,25,22,41,3,2,24,38,136,114,13,1,7
2603,0,14,21,1,0,2,0,10,12,1,5,14,19,8,1,0,4,2,38,38,4,1,1,15,35,26,29,1,0,13,29,140,129,9,0,6
1979,1,15,22,1,0,3,0,8,11,1,1,17,18,6,2,2,7,3,38,33,7,1,1,4,65,34,35,3,4,21,46,114,105,8,1,11
2423,0,18,35,1,1,5,0,4,6,1,2,15,17,4,2,0,2,3,41,30,-11,1,1,4,39,20,24,2,0,5,41,108,108,13,0,19
2115,0,16,24,1,1,3,0,2,2,1,3,13,16,6,4,1,3,2,35,36,37,1,1,13,39,28,37,6,2,11,35,136,96,19,1,13
2510,0,11,18,1,1,2,0,6,9,1,3,12,15,14,0,2,6,3,29,29,5,1,1,8,28,19,54,0,4,22,29,121,110,12,0,2
2510,0,11,18,1,1,2,0,6,9,1,3,12,15,14,0,2,6,3,29,29,5,1,1,10,38,25,5,0,0,3,39,124,131,7,0,2
2122,0,14,27,1,3,7,0,3,4,1,3,13,16,1,0,0,1,1,34,26,-13,1,1,8,28,19,54,0,4,22,29,121,110,12,0,14
2122,0,14,27,1,3,7,0,3,4,1,3,13,16,1,0,0,1,1,34,26,-13,1,1,10,38,25,5,0,0,3,39,124,131,7,0,14
2309,0,7,13,1,1,4,0,9,11,1,3,6,9,10,1,0,5,2,24,23,-20,1,1,10,24,16,44,1,0,22,26,126,130,9,0,13
2309,0,7,13,1,1,4,0,9,11,1,3,6,9,10,1,0,5,2,24,23,-20,1,1,12,22,16,33,2,0,15,37,145,115,17,0,13
1878,0,15,20,1,2,4,0,6,6,1,3,5,8,5,1,0,4,5,38,32,12,1,1,10,24,16,44,1,0,22,26,126,130,9,1,19
1878,0,15,20,1,2,4,0,6,6,1,3,5,8,5,1,0,4,5,38,32,12,1,1,12,22,16,33,2,0,15,37,145,115,17,1,19
2047,0,8,11,1,1,1,1,2,3,1,4,8,12,18,3,1,3,2,19,32,20,1,1,13,24,19,73,4,3,20,19,159,100,23,1,13
2047,0,8,11,1,1,1,1,2,3,1,4,8,12,18,3,1,3,2,19,32,20,1,1,19,14,16,30,0,0,7,37,143,125,12,1,13
2129,1,12,24,0,4,7,1,8,8,1,6,5,11,5,0,0,2,3,36,30,10,1,1,13,24,19,73,4,3,20,19,159,100,23,1,5
2129,1,12,24,0,4,7,1,8,8,1,6,5,11,5,0,0,2,3,36,30,10,1,1,19,14,16,30,0,0,7,37,143,125,12,1,5
2313,1,9,14,1,1,3,0,7,7,1,1,9,10,12,2,0,10,4,26,22,1,1,1,4,26,16,46,2,0,37,31,112,122,4,0,10
2313,1,9,14,1,1,3,0,7,7,1,1,9,10,12,2,0,10,4,26,22,1,0,0,10,29,18,9,0,0,10,34,86,125,-6,0,10
1601,1,7,18,0,1,4,0,1,2,0,3,6,9,1,0,0,2,3,16,7,-32,1,1,4,26,16,46,2,0,37,31,112,122,4,0,20
1601,1,7,18,0,1,4,0,1,2,0,3,6,9,1,0,0,2,3,16,7,-32,0,0,10,29,18,9,0,0,10,34,86,125,-6,0,20
1771,0,7,13,1,3,5,1,0,0,0,3,6,9,11,1,0,1,5,17,20,1,1,1,13,26,20,65,2,0,7,22,147,112,19,0,3
1771,0,7,13,1,3,5,1,0,0,0,3,6,9,11,1,0,1,5,17,20,1,1,0,8,20,14,35,1,9,6,35,126,116,11,0,3
2779,0,14,31,0,3,9,0,7,8,1,3,8,11,9,1,4,2,1,38,34,-2,1,1,13,26,20,65,2,0,7,22,147,112,19,1,7
2779,0,14,31,0,3,9,0,7,8,1,3,8,11,9,1,4,2,1,38,34,-2,1,0,8,20,14,35,1,9,6,35,126,116,11,1,7
1902,1,8,12,1,0,1,0,3,3,1,3,9,12,12,0,0,7,5,19,18,27,1,1,11,35,23,55,0,0,34,26,120,112,3,1,15
1902,1,8,12,1,0,1,0,3,3,1,3,9,12,12,0,0,7,5,19,18,27,1,1,3,25,14,30,1,0,16,37,127,120,8,1,15
2174,1,13,22,1,2,4,0,8,8,1,1,7,8,6,1,0,5,3,36,28,15,1,1,11,35,23,55,0,0,34,26,120,112,3,1,11
2174,1,13,22,1,2,4,0,8,8,1,1,7,8,6,1,0,5,3,36,28,15,1,1,3,25,14,30,1,0,16,37,127,120,8,1,11
2194,0,12,20,1,1,1,1,10,12,1,5,10,15,6,3,1,4,5,35,33,13,1,1,16,31,23,31,4,2,14,34,134,104,14,1,7
2194,0,12,20,1,1,1,1,10,12,1,5,10,15,6,3,1,4,5,35,33,13,0,0,6,25,14,13,3,8,15,34,89,122,-1,1,7
2185,1,10,23,0,2,5,0,0,0,0,2,7,9,3,2,3,4,2,22,15,-13,1,1,16,31,23,31,4,2,14,34,134,104,14,0,17
2185,1,10,23,0,2,5,0,0,0,0,2,7,9,3,2,3,4,2,22,15,-13,0,0,6,25,14,13,3,8,15,34,89,122,-1,0,17
2473,0,14,31,0,4,10,0,6,10,1,1,10,11,4,2,0,3,4,38,24,-6,1,1,3,29,16,21,2,0,8,41,105,113,7,0,7
2473,0,14,31,0,4,10,0,6,10,1,1,10,11,4,2,0,3,4,38,24,-6,1,1,12,34,22,46,2,0,9,32,126,122,14,0,7
1774,1,9,17,1,1,3,0,5,6,1,4,9,13,6,1,0,2,1,24,24,-14,1,1,3,29,16,21,2,0,8,41,105,113,7,0,25
1774,1,9,17,1,1,3,0,5,6,1,4,9,13,6,1,0,2,1,24,24,-14,1,1,12,34,22,46,2,0,9,32,126,122,14,0,25
1742,1,6,8,1,0,0,0,3,3,1,1,8,9,12,0,0,4,2,15,18,24,1,1,4,26,16,57,0,0,30,19,138,105,11,1,12
1742,1,6,8,1,0,0,0,3,3,1,1,8,9,12,0,0,4,2,15,18,24,0,0,23,38,29,52,0,2,6,36,123,121,16,1,12
2387,0,13,29,0,1,6,0,5,9,1,10,10,20,10,0,1,2,2,32,30,-10,1,1,4,26,16,57,0,0,30,19,138,105,11,0,14
2387,0,13,29,0,1,6,0,5,9,1,10,10,20,10,0,1,2,2,32,30,-10,0,0,23,38,29,52,0,2,6,36,123,121,16,0,14
1804,1,9,15,1,1,3,0,3,3,1,3,7,10,5,1,1,2,1,22,22,8,1,1,13,26,20,26,2,3,11,29,138,95,12,1,25
1804,1,9,15,1,1,3,0,3,3,1,3,7,10,5,1,1,2,1,22,22,8,1,1,7,41,22,23,0,3,0,28,129,118,10,1,25
1697,0,9,17,1,1,4,0,3,4,1,2,9,11,4,0,1,0,2,22,20,-10,1,1,13,26,20,26,2,3,11,29,138,95,12,0,7
1697,0,9,17,1,1,4,0,3,4,1,2,9,11,4,0,1,0,2,22,20,-10,1,1,7,41,22,23,0,3,0,28,129,118,10,0,7
2060,1,8,17,0,1,4,0,6,6,1,1,7,8,11,7,1,1,2,23,31,-11,1,0,3,32,15,47,10,3,5,27,140,107,20,0,6
2154,0,8,16,0,0,4,0,7,7,1,1,13,14,10,3,0,3,4,23,25,10,1,0,3,39,20,44,4,0,14,26,123,95,11,1,10
2390,0,14,23,1,3,6,0,4,4,1,8,6,14,9,2,1,6,4,35,33,6,1,1,18,20,19,47,3,3,20,32,133,117,20,0,4
1704,0,12,21,1,0,4,0,3,3,1,5,7,12,6,1,1,1,2,27,27,12,1,1,17,24,20,39,2,4,4,32,139,95,16,1,18
2382,1,15,27,1,1,3,0,0,1,0,6,4,10,8,3,0,3,4,31,27,-13,1,1,17,13,15,32,4,0,10,34,117,116,9,1,4
2520,1,9,21,0,0,0,0,11,14,1,7,15,22,6,1,0,6,3,29,24,8,1,0,18,34,26,30,1,0,18,36,107,97,7,1,8
2035,1,8,13,1,0,2,0,4,4,1,3,7,10,4,2,1,6,2,20,17,-10,1,1,11,23,17,20,3,3,29,27,110,115,1,1,4
2046,1,9,14,1,1,5,0,2,2,1,2,9,11,3,0,1,1,2,21,20,16,1,1,6,30,18,14,0,4,6,20,141,91,6,1,27
2323,1,14,24,1,5,11,0,2,4,0,1,9,10,5,1,1,4,3,35,26,-9,1,1,3,29,16,26,1,2,13,36,119,124,7,0,10
2240,0,17,26,1,4,4,1,9,10,1,3,9,12,5,2,1,3,2,47,42,14,1,1,11,28,20,26,3,5,9,42,148,117,21,1,11
2096,1,6,16,0,0,0,0,1,2,0,3,6,9,6,1,0,3,4,13,8,-8,0,0,9,24,15,30,1,0,15,24,89,120,-2,0,21
2484,1,20,33,1,3,6,0,7,7,1,1,7,8,12,1,3,1,2,50,47,2,1,1,2,18,10,64,1,6,3,38,149,120,27,0,5
2346,0,13,26,0,3,6,0,6,6,1,3,9,12,6,0,0,0,3,35,30,-2,1,1,8,27,17,29,0,0,0,32,136,129,12,0,13
1790,0,5,7,1,0,0,0,2,2,1,1,5,6,12,2,0,2,3,12,18,32,1,1,5,15,11,45,3,0,20,15,158,95,12,1,38
2197,0,9,16,1,2,7,0,2,2,1,3,10,13,9,1,1,2,4,22,24,5,1,1,9,28,19,42,1,2,11,24,132,95,14,1,2
2086,0,8,17,0,1,5,0,6,6,1,4,12,16,10,0,1,3,2,23,25,16,1,0,12,36,24,49,0,2,13,29,130,104,11,1,17
2253,1,16,23,1,3,5,1,8,8,1,3,3,6,5,2,1,3,3,43,38,2,1,1,9,10,10,36,3,3,10,35,149,117,22,0,13
2213,1,12,21,1,3,5,1,6,6,1,1,6,7,9,2,0,3,4,33,29,5,1,1,3,19,10,36,3,0,11,31,140,126,11,0,2
1968,1,5,8,1,1,2,0,5,5,1,2,10,12,10,4,1,3,2,16,25,13,1,1,11,33,25,38,6,3,23,19,152,92,18,1,17
2202,1,5,15,0,2,5,0,3,4,1,2,8,10,6,3,0,4,5,15,11,-7,0,0,7,26,17,22,4,0,19,26,91,120,-4,0,8
2264,0,17,32,1,3,6,0,4,4,1,3,2,5,5,1,0,0,1,41,32,0,1,1,8,7,7,35,1,0,0,42,130,121,15,1,5
2262,0,9,18,0,3,4,1,3,3,1,2,9,11,7,1,2,1,3,24,24,-2,1,1,6,27,16,35,1,4,5,23,139,111,13,0,2
1807,1,8,10,1,1,2,0,2,2,1,1,10,11,13,2,0,0,3,19,29,34,1,1,4,32,20,57,3,0,0,16,195,89,26,1,30
2305,1,17,28,1,0,3,0,5,5,1,2,12,14,9,1,2,1,4,39,37,12,1,1,6,27,19,45,1,4,3,36,142,107,17,1,6
2184,1,15,23,1,2,3,1,5,5,1,4,6,10,11,2,0,2,1,37,39,18,1,1,14,17,16,44,3,0,7,32,154,101,24,1,31
2220,1,9,18,0,1,2,0,1,2,0,2,10,12,8,0,0,7,2,20,13,-3,1,1,9,28,21,31,0,0,27,33,96,108,-5,1,10
2176,1,13,22,1,1,2,0,1,2,0,2,13,15,7,2,0,1,1,28,28,-3,1,1,6,39,22,39,3,0,4,30,128,101,14,1,1
2162,0,10,20,0,1,5,0,5,6,1,2,7,9,11,0,0,4,0,26,23,-12,1,1,5,23,13,62,0,0,15,33,118,130,11,0,13
2054,0,11,25,0,2,4,0,8,10,1,6,8,14,5,4,1,1,2,32,31,-9,1,0,18,24,21,24,6,3,3,37,132,99,16,1,15
1717,0,6,7,1,0,0,0,0,0,0,2,8,10,10,0,0,3,2,12,16,27,1,1,10,29,21,40,0,0,30,15,148,107,8,1,25
2528,0,14,23,1,2,4,0,4,6,1,5,10,15,9,2,1,1,4,34,36,5,1,1,15,29,22,37,2,2,4,29,147,116,15,1,4
2077,0,13,19,1,3,4,1,0,0,0,3,7,10,10,1,1,5,3,29,28,3,1,1,10,24,17,53,1,2,21,31,130,115,17,0,5
2175,1,11,17,1,2,4,0,4,4,1,4,11,15,10,2,1,3,2,28,32,11,1,1,13,30,22,44,3,2,14,27,147,101,20,1,11
1778,1,8,14,1,0,2,0,4,4,1,4,6,10,5,1,0,4,1,20,18,-13,1,1,12,26,18,29,2,0,20,27,118,137,4,0,24
2467,1,17,30,1,3,5,1,0,0,0,2,4,6,9,2,1,1,3,37,32,23,1,1,6,15,10,39,3,2,3,35,135,118,15,1,5
1693,0,7,12,1,1,2,0,1,2,0,3,7,10,8,1,2,0,0,16,22,20,1,1,12,33,21,36,2,8,0,20,159,102,18,1,24
2065,0,8,14,1,0,1,0,5,6,1,3,7,10,5,0,0,5,1,21,16,8,1,1,11,21,16,25,0,0,23,28,110,106,1,1,9
2150,1,6,16,0,2,3,1,0,0,0,1,6,7,7,0,1,4,3,14,8,13,0,0,3,18,11,30,0,3,20,27,87,108,-2,1,7
2262,0,5,11,0,0,1,0,7,9,1,2,7,9,16,1,0,4,4,17,21,15,1,0,6,20,13,56,1,0,21,21,129,115,8,1,10
1606,0,13,16,1,0,0,0,1,2,0,2,6,8,11,1,1,1,3,27,31,9,1,1,10,28,19,60,2,4,6,30,171,122,24,1,15
1827,0,11,18,1,0,2,0,3,4,1,1,8,9,10,1,0,6,0,25,22,5,1,1,4,24,15,70,2,0,23,34,109,94,13,1,10
2302,0,9,17,1,2,2,1,6,6,1,5,8,13,14,1,0,6,4,26,27,7,1,1,17,21,19,55,1,0,23,30,131,119,9,1,2
1890,0,6,15,0,0,2,0,5,7,1,2,8,10,11,1,1,2,3,17,18,9,0,0,6,28,16,73,2,3,10,29,109,109,14,0,18
2237,1,10,21,0,1,5,0,6,8,1,4,8,12,8,1,1,4,1,27,24,-14,1,0,12,29,20,39,1,4,14,32,113,115,9,0,9
1922,0,6,14,0,1,2,0,4,5,1,4,6,10,11,1,2,2,3,17,21,7,1,0,16,25,20,42,2,6,11,26,135,113,10,1,17
1625,1,10,12,1,1,1,1,8,9,1,6,10,16,7,2,0,0,3,29,37,9,1,1,24,40,32,44,4,0,0,24,199,95,34,1,29
2704,0,20,31,1,2,6,0,5,6,1,7,8,15,8,0,1,7,3,47,38,3,1,1,18,19,18,41,0,2,17,38,127,115,11,1,2
2138,1,9,18,0,1,6,0,6,7,1,4,5,9,5,0,1,4,0,25,20,3,1,1,11,17,14,25,0,3,16,31,118,118,5,1,1
2004,1,7,16,0,0,3,0,5,5,1,0,6,6,6,0,0,1,2,19,15,-18,1,0,0,23,10,36,0,0,5,26,109,126,0,0,21
1741,0,10,14,1,0,0,0,4,6,1,0,8,8,12,1,1,4,4,24,24,10,1,1,0,32,19,59,2,4,19,32,133,111,10,1,13
1780,0,6,12,0,2,3,1,10,10,1,1,14,15,5,2,0,6,3,24,21,11,1,1,3,49,26,23,3,0,27,32,115,85,10,1,24
2189,0,12,20,1,2,4,0,6,8,1,0,7,7,8,3,3,6,1,32,28,7,1,1,0,22,12,39,4,7,20,34,112,97,12,1,2
1706,0,8,13,1,2,3,1,1,1,1,4,7,11,2,1,0,1,1,19,19,-4,1,1,16,30,22,11,2,0,7,21,148,113,9,1,10
2002,1,9,17,1,2,6,0,10,10,1,2,12,14,7,0,1,0,4,30,31,-3,1,1,8,38,24,39,0,3,0,31,159,111,20,1,6
2136,1,12,28,0,1,4,0,7,8,1,3,6,9,5,2,1,2,4,32,23,3,1,0,10,19,14,34,3,3,6,45,104,96,12,0,4
1747,0,10,16,1,0,2,0,12,15,1,3,9,12,6,2,2,4,3,32,31,15,1,1,9,28,19,48,3,6,15,35,133,87,22,1,16
2102,1,9,11,1,2,2,1,4,4,1,2,7,9,13,0,1,5,5,24,26,-4,1,1,7,25,16,58,0,3,28,22,153,132,14,0,7
2216,0,10,21,0,0,5,0,9,9,1,3,4,7,6,0,0,5,3,29,20,3,1,0,9,21,13,27,0,0,17,34,114,134,0,0,6
1977,1,7,16,0,0,2,0,16,17,1,2,9,11,6,0,0,2,2,30,27,12,1,0,7,30,18,28,0,0,8,33,137,113,7,1,5
1934,1,14,21,1,0,3,0,3,3,1,6,8,14,4,1,1,2,2,31,30,8,1,1,19,24,22,24,2,4,8,32,140,102,16,1,11
1588,1,7,11,1,0,0,0,6,7,1,3,12,15,11,0,0,1,2,20,26,18,1,1,13,44,30,68,0,0,7,26,157,95,22,1,13
1001,1,9,17,1,0,3,0,3,3,1,1,2,3,2,1,0,1,3,21,14,-13,1,1,6,16,10,32,3,0,5,50,115,132,8,0,16
1434,1,8,14,1,3,5,1,1,2,0,4,9,13,2,0,0,4,4,20,14,14,1,1,18,38,28,22,0,0,21,34,108,97,4,1,8
1434,1,8,14,1,3,5,1,1,2,0,4,9,13,2,0,0,4,4,20,14,14,1,1,3,23,14,11,2,2,15,29,115,116,3,1,8
2530,0,11,21,1,4,7,1,3,3,1,1,9,10,3,2,1,4,2,29,22,7,1,1,18,38,28,22,0,0,21,34,108,97,4,1,10
2530,0,11,21,1,4,7,1,3,3,1,1,9,10,3,2,1,4,2,29,22,7,1,1,3,23,14,11,2,2,15,29,115,116,3,1,10
2432,0,8,18,0,0,2,0,7,9,1,3,11,14,12,1,2,5,4,23,22,8,1,0,8,31,18,61,1,4,18,29,104,96,10,1,1
2432,0,8,18,0,0,2,0,7,9,1,3,11,14,12,1,2,5,4,23,22,8,1,0,20,23,22,42,0,0,7,41,128,144,7,1,1
1900,0,10,21,0,1,2,0,7,10,1,5,6,11,6,0,0,2,3,28,22,-23,1,0,8,31,18,61,1,4,18,29,104,96,10,0,19
1900,0,10,21,0,1,2,0,7,10,1,5,6,11,6,0,0,2,3,28,22,-23,1,0,20,23,22,42,0,0,7,41,128,144,7,0,19
1707,1,4,15,0,0,5,0,1,1,1,3,10,13,2,2,1,2,4,9,6,-3,0,0,10,34,22,12,4,3,12,25,74,88,-5,1,7
1707,1,4,15,0,0,5,0,1,1,1,3,10,13,2,2,1,2,4,9,6,-3,1,1,0,18,8,38,0,3,13,22,111,135,5,1,7
1902,1,6,13,0,2,6,0,1,2,0,0,5,5,6,0,1,2,1,15,12,-21,0,0,10,34,22,12,4,3,12,25,74,88,-5,0,37
1902,1,6,13,0,2,6,0,1,2,0,0,5,5,6,0,1,2,1,15,12,-21,1,1,0,18,8,38,0,3,13,22,111,135,5,0,37
1976,0,4,8,0,0,1,0,2,2,1,2,8,10,10,3,0,4,3,10,15,15,1,0,6,25,16,39,5,0,31,18,112,109,8,0,3
1976,0,4,8,0,0,1,0,2,2,1,2,8,10,10,3,0,4,3,10,15,15,1,1,8,17,11,21,0,0,7,29,131,144,3,0,3
2360,1,12,24,0,3,10,0,2,2,1,3,4,7,6,0,0,2,3,29,21,-1,1,0,6,25,16,39,5,0,31,18,112,109,8,0,2
2360,1,12,24,0,3,10,0,2,2,1,3,4,7,6,0,0,2,3,29,21,-1,1,1,8,17,11,21,0,0,7,29,131,144,3,0,2
1628,1,5,6,1,0,1,0,3,3,1,0,6,6,6,1,0,2,3,13,15,-16,1,1,0,33,15,31,2,0,22,15,148,118,8,0,15
1628,1,5,6,1,0,1,0,3,3,1,0,6,6,6,1,0,2,3,13,15,-16,1,1,0,18,9,15,0,2,10,23,144,115,10,0,15
2571,0,12,19,1,7,11,1,0,0,0,0,6,6,4,0,1,2,4,31,24,15,1,1,0,33,15,31,2,0,22,15,148,118,8,1,10
2571,0,12,19,1,7,11,1,0,0,0,0,6,6,4,0,1,2,4,31,24,15,1,1,0,18,9,15,0,2,10,23,144,115,10,1,10
1887,1,7,14,0,3,7,0,3,4,1,0,7,7,4,0,0,1,2,20,16,14,1,1,0,24,12,37,0,0,6,25,124,95,10,1,4
1887,1,7,14,0,3,7,0,3,4,1,0,7,7,4,0,0,1,2,20,16,14,1,1,8,6,7,40,4,0,10,26,144,115,10,1,4
2186,1,7,15,0,3,5,1,5,5,1,2,2,4,9,3,0,2,4,22,22,1,1,1,0,24,12,37,0,0,6,25,124,95,10,1,12
2186,1,7,15,0,3,5,1,5,5,1,2,2,4,9,3,0,2,4,22,22,1,1,1,8,6,7,40,4,0,10,26,144,115,10,1,12
1366,0,4,12,0,1,4,0,0,1,0,0,5,5,5,1,1,4,4,9,3,11,0,0,0,21,12,29,2,4,24,31,69,86,-7,1,20
1366,0,4,12,0,1,4,0,0,1,0,0,5,5,5,1,1,4,4,9,3,11,1,1,8,28,18,30,0,0,8,33,116,89,13,1,20
2335,0,12,23,1,2,5,0,4,4,1,3,11,14,4,0,0,2,5,30,23,2,0,0,0,21,12,29,2,4,24,31,69,86,-7,1,2
2335,0,12,23,1,2,5,0,4,4,1,3,11,14,4,0,0,2,5,30,23,2,1,1,8,28,18,30,0,0,8,33,116,89,13,1,2
2267,0,10,22,0,2,9,0,4,5,1,2,8,10,6,2,2,1,4,26,23,18,1,0,6,23,14,29,3,4,4,31,113,96,9,1,3
2267,0,10,22,0,2,9,0,4,5,1,2,8,10,6,2,2,1,4,26,23,18,0,0,3,9,6,19,0,0,6,24,104,132,-4,1,3
1797,1,6,14,0,0,2,0,3,4,1,1,2,3,3,0,0,1,2,15,9,-24,1,0,6,23,14,29,3,4,4,31,113,96,9,0,23
1797,1,6,14,0,0,2,0,3,4,1,1,2,3,3,0,0,1,2,15,9,-24,0,0,3,9,6,19,0,0,6,24,104,132,-4,0,23
2155,1,9,23,0,1,7,0,1,3,0,3,3,6,7,1,1,0,4,20,15,-2,0,0,8,8,8,40,1,3,0,28,104,94,9,1,2
2155,1,9,23,0,1,7,0,1,3,0,3,3,6,7,1,1,0,4,20,15,-2,1,1,3,44,24,18,0,7,25,28,114,92,9,1,2
2235,1,10,17,1,4,5,1,2,2,1,1,17,18,4,0,3,6,4,26,21,18,0,0,8,8,8,40,1,3,0,28,104,94,9,1,9
2235,1,10,17,1,4,5,1,2,2,1,1,17,18,4,0,3,6,4,26,21,18,1,1,3,44,24,18,0,7,25,28,114,92,9,1,9
1844,0,7,19,0,1,8,0,5,6,1,1,5,6,7,3,0,2,2,20,16,-2,0,0,3,22,11,31,5,0,8,32,106,120,3,0,4
1844,0,7,19,0,1,8,0,5,6,1,1,5,6,7,3,0,2,2,20,16,-2,1,1,3,44,19,36,1,0,21,37,101,114,7,0,4
2318,0,13,24,1,3,8,0,3,4,1,1,11,12,8,1,0,7,4,32,22,-8,0,0,3,22,11,31,5,0,8,32,106,120,3,0,6
2318,0,13,24,1,3,8,0,3,4,1,1,11,12,8,1,0,7,4,32,22,-8,1,1,3,44,19,36,1,0,21,37,101,114,7,0,6
1682,0,8,14,1,2,5,0,0,0,0,2,8,10,3,0,0,0,4,18,16,-2,1,1,6,25,15,18,0,0,0,21,137,95,9,1,8
1682,0,8,14,1,2,5,0,0,0,0,2,8,10,3,0,0,0,4,18,16,-2,1,1,3,29,17,55,0,2,11,36,102,107,8,1,8
2333,0,11,23,0,2,7,0,2,2,1,1,10,11,6,0,1,3,4,26,18,-7,1,1,6,25,15,18,0,0,0,21,137,95,9,0,11
2333,0,11,23,0,2,7,0,2,2,1,1,10,11,6,0,1,3,4,26,18,-7,1,1,3,29,17,55,0,2,11,36,102,107,8,0,11
1534,1,4,7,1,1,3,0,0,0,0,0,5,5,8,0,0,2,3,9,10,22,1,1,0,22,11,36,0,0,22,15,127,119,0,1,17
1534,1,4,7,1,1,3,0,0,0,0,0,5,5,8,0,0,2,3,9,10,22,1,1,3,32,20,21,1,5,24,29,96,106,2,1,17
2407,1,9,17,1,2,6,0,2,4,0,1,13,14,5,1,2,6,3,22,16,13,1,1,0,22,11,36,0,0,22,15,127,119,0,1,6
2407,1,9,17,1,2,6,0,2,4,0,1,13,14,5,1,2,6,3,22,16,13,1,1,3,32,20,21,1,5,24,29,96,106,2,1,6
1946,0,12,19,1,2,4,0,1,1,1,5,7,12,4,0,0,7,5,27,18,7,1,1,15,25,20,23,0,0,26,34,105,103,3,1,10
1946,0,12,19,1,2,4,0,1,1,1,5,7,12,4,0,0,7,5,27,18,7,1,1,7,33,22,35,1,2,17,35,123,102,13,1,10
2378,0,13,22,1,4,6,1,4,5,1,2,12,14,7,1,1,5,2,34,29,9,1,1,15,25,20,23,0,0,26,34,105,103,3,1,13
2378,0,13,22,1,4,6,1,4,5,1,2,12,14,7,1,1,5,2,34,29,9,1,1,7,33,22,35,1,2,17,35,123,102,13,1,13
2130,0,7,17,0,0,4,0,4,4,1,3,13,16,10,3,1,3,2,18,22,10,0,0,9,42,25,46,4,2,14,27,108,86,14,1,4
2130,0,7,17,0,0,4,0,4,4,1,3,13,16,10,3,1,3,2,18,22,10,1,0,10,42,30,49,3,7,24,24,117,78,15,1,4
2382,1,5,13,0,0,4,0,6,6,1,3,19,22,13,2,3,5,4,16,23,22,0,0,9,42,25,46,4,2,14,27,108,86,14,1,15
2382,1,5,13,0,0,4,0,6,6,1,3,19,22,13,2,3,5,4,16,23,22,1,0,10,42,30,49,3,7,24,24,117,78,15,1,15
1940,0,4,9,0,0,1,0,0,0,0,4,9,13,5,2,0,1,2,8,12,8,0,0,12,33,22,20,3,0,10,13,125,107,3,1,12
